temperature;pressure [Pa];uptake [mol/g];min pressure [Pa];max pressure [Pa];min uptake [mol/g];max uptake [mol/g];langmuir K;langmuir qsat;langmuir K error;langmuir qsat error;sips_K
303;[0.0, 5806.4, 9677.4, 12387.1, 14322.6, 16645.2, 19354.8, 22064.5, 26322.6, 27871.0, 30193.5, 34064.5, 35612.9, 37548.4, 42193.5, 46838.7, 48000.0, 49548.4, 51871.0, 53419.4, 56516.1, 59225.8, 62322.6, 66580.6, 70838.7, 73161.3, 74322.6, 76645.2, 77419.4, 82451.6, 86709.7, 88645.2, 90193.5, 93290.3, 96387.1, 100645.0, 104903.0, 107226.0, 108774.0, 111097.0, 112645.0, 116903.0, 118452.0];[0.0, 0.000776, 0.004051, 0.009032, 0.008774, 0.024494, 0.029476, 0.039801, 0.044575, 0.033681, 0.033371, 0.038198, 0.037991, 0.037732, 0.037111, 0.079239, 0.089771, 0.100251, 0.110628, 0.105078, 0.120694, 0.088271, 0.082514, 0.081945, 0.081377, 0.08641, 0.086255, 0.144723, 0.16065, 0.181352, 0.196814, 0.201899, 0.201692, 0.15853, 0.147429, 0.14686, 0.146292, 0.151325, 0.161805, 0.23096, 0.252128, 0.272933, 0.278069];0;118452;0;0.278069;1.81E-08;99.99999992;2.82E-05;155429.2157;1.00E-06
77;[0.0, 148.5, 174.3, 643.4, 1719.4, 3357.1, 6380.6, 9696.7, 13294.9, 16619.6, 18558.5, 21885.4, 25210.2, 28537.2, 32141.7, 35466.5, 38795.5, 42400.1, 45449.3, 49331.5, 50994.9, 52380.9, 54322.0, 55987.5, 57926.4, 59312.3, 61253.4, 62639.2, 65690.7, 68187.0, 69572.9, 71511.7, 73175.2, 76500.0, 77885.9, 80104.5, 81768.0, 83149.5, 84810.8, 86470.0, 88408.9, 90345.7];[0.0, 8.13953, 6.51163, 11.938, 14.1085, 15.8721, 17.7713, 18.7209, 19.3992, 19.8062, 20.0775, 20.3488, 20.7558, 21.0271, 21.2984, 21.7054, 21.8411, 22.1124, 22.3837, 22.655, 22.7907, 22.9264, 23.062, 23.062, 23.3333, 23.469, 23.6047, 23.7403, 23.876, 24.0116, 24.1473, 24.4186, 24.5543, 24.9612, 25.0969, 25.2326, 25.3682, 25.7752, 26.0465, 26.4535, 26.7248, 27.1318];0;90345.7;0;27.1318;0.000927166;23.79064412;9.55E-05;0.193439707;1.00E-06
77;[0.0, 232.2, 762.7, 1566.6, 3492.4, 5420.4, 6522.6, 8456.0, 12047.1, 15362.7, 18680.5, 21997.2, 26973.7, 30291.4, 33886.9, 37203.6, 40522.4, 43841.2, 47435.6, 51030.0, 56285.4, 59603.2, 61539.8, 64303.2, 67897.6, 70109.7, 71215.3, 73150.8, 76469.7, 78403.0, 79786.2, 83378.5, 86694.1, 88628.6, 90561.9];[0.0, 5.62706, 8.50851, 11.8013, 13.1706, 14.2653, 14.8125, 15.221, 15.9012, 16.4446, 16.7135, 17.1196, 17.523, 17.7918, 17.923, 18.3292, 18.4608, 18.5924, 18.8609, 19.1293, 19.2576, 19.5265, 19.5232, 19.9303, 20.1988, 20.3323, 20.4676, 20.6016, 20.7333, 21.1418, 21.1394, 21.6823, 22.2258, 22.497, 22.9055];0;90561.9;0;22.9055;0.000580177;20.23785035;6.46E-05;0.23552915;1.00E-06
77;[0.0, 571.4, 859.8, 870.6, 1989.6, 3660.6, 5885.7, 8664.9, 10332.6, 13943.5, 18942.4, 22274.6, 25607.9, 28661.5, 32547.8, 36436.3, 38935.8, 42823.1, 48653.7, 54206.7, 58649.3, 63369.5, 67534.5, 71422.0, 73643.8, 76976.0, 80309.3, 82252.5, 83919.1, 85585.8, 87253.5, 88920.2, 91421.8];[0.0, 2.04088, 3.40178, 4.76361, 5.84935, 6.52466, 7.06194, 7.46116, 7.72793, 7.98817, 8.24374, 8.36873, 8.62991, 8.61965, 8.60659, 8.8659, 8.99368, 9.11681, 9.2334, 9.35093, 9.47219, 9.59252, 9.71471, 9.83783, 9.96655, 10.0915, 10.3527, 10.3462, 10.4768, 10.6074, 10.8741, 11.0047, 11.4049];0;91421.8;0;11.4049;0.000519981;9.983911218;0.000105986;0.244752032;1.00E-06
77;[0.0, 555.2, 1388.0, 3053.6, 5552.1, 9160.9, 13602.6, 16933.7, 19709.8, 23596.3, 29703.5, 34977.9, 38309.2, 43861.3, 47470.1, 51356.5, 53299.7, 55242.9, 59129.4, 64681.4, 68567.8, 71066.3, 76895.9, 82170.4, 84946.4, 88000.1, 89665.7, 91053.7];[0.0, 0.271318, 0.949612, 1.08527, 1.22093, 1.35659, 1.35659, 1.49225, 1.62791, 1.62791, 1.49225, 1.62791, 1.62791, 1.76357, 1.76357, 1.76357, 1.89922, 1.89922, 2.03488, 2.03488, 2.03488, 2.3062, 2.3062, 2.3062, 2.44186, 2.57752, 2.84884, 2.9845];0;91053.7;0;2.9845;0.000108164;2.458016797;0.000105077;0.480587732;1.00E-06
303;[0.0, 5038.1, 8160.1, 10869.9, 12816.7, 14373.4, 16714.9, 18670.5, 20222.8, 22564.3, 24506.7, 27611.2, 29150.2, 31469.7, 33021.9, 34973.2, 36915.6, 38853.7, 41217.2, 44733.9, 49017.9, 50969.2, 52920.4, 55656.6, 57182.4, 60655.1, 62983.4, 64925.8, 67258.6, 68819.6, 71985.6, 73950.1, 77458.0, 80974.7, 83307.4, 85258.6, 87538.5, 91405.9, 92958.1, 95681.0, 99965.0, 100820.0, 103960.0, 107863.0, 109827.0, 111384.0, 113725.0, 115681.0, 118710.0, 122569.0];[0.0, 0.026616, 0.069201, 0.079848, 0.101141, 0.11711, 0.149049, 0.180989, 0.191635, 0.223574, 0.239544, 0.260837, 0.255513, 0.260837, 0.271483, 0.298099, 0.314068, 0.324715, 0.38327, 0.436502, 0.484411, 0.511027, 0.537643, 0.580228, 0.558935, 0.558935, 0.574905, 0.590875, 0.612167, 0.63346, 0.729278, 0.771863, 0.814449, 0.867681, 0.888973, 0.915589, 0.873004, 0.88365, 0.894297, 0.920913, 0.968821, 1.06996, 1.13384, 1.18707, 1.22966, 1.24563, 1.27757, 1.30951, 1.2403, 1.2403];0;122569;0;1.30951;1.04E-07;100;7.16E-06;6813.681922;1.00E-06
303;[0.0, 3881.2, 6593.7, 8535.0, 10473.4, 12026.2, 14741.7, 16298.9, 18244.6, 20571.6, 24452.7, 26009.9, 29106.6, 31819.2, 33763.4, 36474.5, 38415.8, 41920.2, 44640.1, 48912.8, 50467.1, 52798.4, 54349.7, 55515.4, 57443.5, 60931.7, 63258.6, 64811.4, 67138.3, 69468.2, 71038.6, 73761.5, 76872.9, 81142.6, 83471.0, 85415.3, 87723.1, 90824.2, 93536.8, 95089.5, 97029.4, 99360.7, 101717.0, 103279.0, 107164.0, 109110.0, 111440.0, 112611.0, 115688.0, 119560.0];[-0.005323, 0.036918, 0.047324, 0.068444, 0.078919, 0.094751, 0.115802, 0.147603, 0.184693, 0.200456, 0.237374, 0.269175, 0.268901, 0.279306, 0.311073, 0.316156, 0.337276, 0.41149, 0.448511, 0.501364, 0.522519, 0.554251, 0.56476, 0.580626, 0.553839, 0.569499, 0.585262, 0.601094, 0.616857, 0.643266, 0.722975, 0.770642, 0.823598, 0.865805, 0.886891, 0.918658, 0.865221, 0.880915, 0.891321, 0.907153, 0.92295, 0.954683, 1.07691, 1.12468, 1.17756, 1.21465, 1.24106, 1.27822, 1.20342, 1.2084];0;119560;-0.005323;1.27822;1.03E-07;100;7.67E-06;7337.844031;1.00E-06
303;[0.0, 1931.1, 4636.4, 6956.1, 9660.0, 11981.2, 14299.4, 15450.4, 18538.4, 20469.5, 23173.4, 24330.3, 26264.4, 28977.0, 32072.4, 34005.0, 36326.2, 37870.2, 42119.5, 46736.8, 48274.9, 49814.5, 52129.8, 54059.5, 55987.6, 57942.3, 62587.6, 66455.7, 68776.9, 70320.9, 71863.4, 74922.0, 77229.9, 80315.0, 84561.4, 86489.5, 88032.1, 91161.3, 95033.9, 98902.0, 100836.0, 102767.0, 104313.0, 106968.0, 108884.0, 112354.0, 114282.0, 116594.0, 118522.0];[0.0, 0.015798, 0.031528, 0.041968, 0.063021, 0.068139, 0.083903, 0.121063, 0.152728, 0.168526, 0.189579, 0.205446, 0.210598, 0.199711, 0.204759, 0.215234, 0.220351, 0.236184, 0.267746, 0.368477, 0.405603, 0.437406, 0.463816, 0.484938, 0.511383, 0.442008, 0.441596, 0.451899, 0.457016, 0.472849, 0.494005, 0.632136, 0.685163, 0.727475, 0.769684, 0.796129, 0.817285, 0.699897, 0.69423, 0.704533, 0.709685, 0.725483, 0.735993, 0.932715, 1.00175, 1.05467, 1.08112, 1.11817, 1.14462];0;118522;0;1.14462;8.35E-08;100;9.18E-06;10887.55991;1.00E-06
303;[0.0, 2334.4, 5054.3, 10104.1, 13988.9, 15933.6, 17489.8, 19830.2, 24107.8, 27608.7, 29554.8, 32279.1, 33447.0, 36541.9, 37708.4, 39263.2, 40818.0, 42762.6, 45092.7, 46648.9, 47449.2, 50175.0, 54067.2, 57957.9, 59902.5, 62237.0, 64934.7, 68431.2, 70372.8, 72707.3, 74263.6, 76206.7, 78185.3, 81303.8, 84807.7, 88311.6, 91035.8, 92595.1, 94894.1, 98774.5, 102661.0, 104995.0, 106550.0, 109271.0, 111262.0, 113605.0, 117112.0, 120616.0];[0.0, 0.015659, 0.02062, 0.025271, 0.030078, 0.040465, 0.050904, 0.087855, 0.108579, 0.129406, 0.145116, 0.166047, 0.176537, 0.13354, 0.138708, 0.143824, 0.148941, 0.159328, 0.159018, 0.169457, 0.254522, 0.280775, 0.312196, 0.338295, 0.348682, 0.364341, 0.289457, 0.294315, 0.294057, 0.309716, 0.320155, 0.32522, 0.458036, 0.500207, 0.53168, 0.563152, 0.584083, 0.605168, 0.493075, 0.481912, 0.492041, 0.5077, 0.512817, 0.523101, 0.698501, 0.746098, 0.788217, 0.81969];0;120616;0;0.81969;5.50E-08;100;1.26E-05;22674.61513;1.00E-06
298;[488372.0, 795866.0, 1049100.0, 3002580.0, 5896640.0, 6728680.0];[0.0126419, 0.0283765, 0.0292165, 0.0993665, 0.150928, 0.170696];488372;6728680;0.0126419;0.170696;6.95E-08;0.531925916;3.88E-06;20.31948982;1.00E-06
298;[144703.0, 289406.0, 452196.0, 596899.0, 741602.0, 832041.0, 940568.0, 1103360.0, 1248060.0, 1392760.0, 1519380.0, 1664080.0, 1808790.0, 1953490.0, 2116280.0, 2260980.0, 2387600.0, 2532300.0, 2695090.0, 2839790.0, 3020670.0, 3165370.0, 3328170.0, 3472870.0, 3617570.0, 3762270.0, 3925060.0, 4069770.0, 4196380.0, 4341090.0, 4485790.0, 4648580.0, 4793280.0, 4937980.0, 5082690.0, 5227390.0, 5372090.0, 5534880.0, 5679590.0, 5824290.0, 5932820.0, 6077520.0, 6222220.0, 6385010.0, 6529720.0, 6692510.0, 6837210.0];[0.00159896, 0.00633109, 0.010284, 0.0142328, 0.0181816, 0.0229016, 0.0244925, 0.0276621, 0.0323942, 0.036343, 0.0402878, 0.0434534, 0.0481855, 0.0521343, 0.0560872, 0.060036, 0.0647641, 0.0687129, 0.0726658, 0.0766146, 0.0813549, 0.086087, 0.0900399, 0.0939887, 0.0979375, 0.10267, 0.106623, 0.110571, 0.113733, 0.118465, 0.122414, 0.126367, 0.131099, 0.134264, 0.138213, 0.142945, 0.146894, 0.150847, 0.155579, 0.158745, 0.161902, 0.166634, 0.170583, 0.175319, 0.179268, 0.183221, 0.187953];144703;6837210;0.00159896;0.187953;4.66E-09;5.984373917;2.82E-07;329.4849149;1.00E-06
77;[25906.7, 181347.0, 233161.0, 388601.0, 958549.0, 1878240.0, 4196890.0, 4378240.0];[0.0103627, 1.19171, 1.36788, 1.4715, 1.58549, 1.68912, 1.51295, 1.62176];25906.7;4378240;0.0103627;1.68912;1.05E-05;1.717470906;2.11E-05;0.593904742;1.00E-06
77;[12953.4, 25906.7, 38860.1, 51813.5, 77720.2, 90673.6, 129534.0, 142487.0, 168394.0, 207254.0, 246114.0, 272021.0, 336788.0, 401554.0, 505181.0, 595855.0, 712435.0, 829016.0, 932642.0, 971503.0, 1049220.0, 1165800.0, 1295340.0, 1424870.0, 1541450.0, 1670980.0, 1800520.0, 1904150.0, 2033680.0, 2163210.0, 2292750.0, 2409330.0, 2538860.0, 2668390.0, 2797930.0, 2927460.0, 3056990.0, 3186530.0, 3316060.0, 3445600.0, 3575130.0, 3704660.0, 3834200.0, 3963730.0, 4093260.0, 4507770.0, 4637310.0, 4766840.0, 4896370.0];[0.0621762, 0.0103627, 0.663212, 0.823834, 0.911917, 0.974093, 1.04145, 1.1399, 1.21762, 1.26425, 1.31606, 1.35751, 1.40415, 1.4456, 1.47668, 1.50259, 1.5285, 1.54404, 1.56477, 1.56995, 1.56477, 1.57513, 1.58031, 1.58549, 1.59067, 1.59585, 1.60104, 1.60104, 1.60622, 1.60622, 1.6114, 1.6114, 1.61658, 1.61658, 1.61658, 1.61658, 1.62176, 1.62176, 1.62176, 1.62694, 1.62694, 1.62694, 1.62694, 1.62694, 1.63212, 1.63212, 1.63212, 1.63212, 1.63212];12953.4;4896370;0.0103627;1.63212;1.38E-05;1.669240971;1.27E-05;0.199567061;1.00E-06
196;[302.147, 604.294, 1208.59, 2417.18, 9970.85, 20848.1, 36257.6, 50156.4, 63753.0, 77047.5, 90946.3, 102428.0];[40.613, 73.5632, 126.437, 146.36, 151.724, 152.49, 154.023, 154.789, 155.556, 156.322, 157.088, 157.088];302.147;102428;40.613;157.088;0.00763984;100;0.000312933;0.344023569;1.00E-06
196;[685.903, 4286.89, 21434.5, 38925.0, 50756.8, 62760.1, 75620.8, 89853.3, 99113.0];[114.537, 154.185, 162.445, 162.445, 162.996, 164.097, 163.546, 162.996, 164.097];685.903;99113;114.537;164.097;10;100;743.4329422;0.366113683;1.00E-06
196;[685.903, 6344.6, 17147.6, 34638.1, 47670.2, 62760.1, 76649.6, 90024.8, 102885.0];[1.10132, 25.3304, 59.4714, 78.1938, 84.2511, 88.1057, 92.511, 94.7137, 98.0176];685.903;102885;1.10132;98.0176;9.02E-05;100;3.66E-06;0.85802968;1.00E-06
87;[685.903, 6344.6, 21434.5, 36181.4, 46984.3, 61045.4, 77678.5, 90024.8, 101171.0];[1.10132, 18.1718, 22.0264, 26.4317, 31.3877, 35.793, 41.2996, 44.6035, 47.3568];685.903;101171;1.10132;47.3568;2.64E-05;61.27465547;2.51E-06;2.23702442;1.00E-06
87;[685.903, 7201.98, 21263.0, 35324.0, 48013.2, 62245.7, 76306.7, 89510.3, 101685.0];[1.10132, 12.1145, 11.5639, 12.1145, 12.6652, 13.2159, 12.6652, 12.6652, 13.2159];685.903;101685;1.10132;13.2159;0.000411445;13.4024103;0.000136524;0.484547466;1.00E-06
87;[78.4135, 1368.44, 5747.79, 13391.0, 24304.0, 38664.2, 49021.9, 59015.4, 65558.7, 71195.6];[215.777, 265.661, 316.705, 349.188, 379.35, 395.592, 397.912, 397.912, 403.712, 415.313];78.4135;71195.6;215.777;415.313;10;100;83.54165813;0.336691285;3.27E-06
87;[815.753, 2094.4, 9383.05, 14477.0, 23933.4, 38109.8, 48650.1, 57372.1, 70637.0, 85719.4, 100256.0];[244.78, 263.341, 320.186, 337.587, 359.629, 370.07, 374.71, 375.87, 378.19, 381.671, 383.991];815.753;100256;244.78;383.991;10;100;851.7163982;0.339716016;1.00E-06
196;[381.528, 1854.94, 6234.71, 12063.4, 20975.6, 34980.0, 48794.7, 60609.0, 84598.0, 94593.6];[49.884, 104.408, 156.613, 196.056, 220.418, 257.541, 272.622, 283.063, 295.824, 301.624];381.528;94593.6;49.884;301.624;0.00891267;100;0.000526495;0.356086518;1.00E-06
87;[222.171, 2072.9, 11715.2, 22623.5, 35346.8, 48614.2, 62789.8, 78054.7, 89321.4, 97680.8];[111.369, 204.176, 237.819, 255.22, 266.821, 276.102, 284.223, 290.023, 293.503, 296.984];222.171;97680.8;111.369;296.984;9.999999999;100;237.3179674;0.339526984;1.00E-06
196;[2557.71, 6926.1, 17474.8, 31108.2, 46195.6, 60916.7, 74367.6, 87997.2, 102354.0];[38.2831, 59.1647, 87.007, 103.248, 120.65, 129.93, 143.852, 149.652, 156.613];2557.71;102354;38.2831;156.613;0.000440289;100;1.65E-05;0.477255115;1.00E-06
298;[848.082, 9024.5, 22936.3, 35986.1, 51067.9, 62921.3, 74776.9, 90181.4, 104909.0];[0.433761, 9.74942, 17.3393, 22.4391, 28.0821, 31.2327, 34.7079, 38.0785, 41.3402];848.082;104909;0.433761;41.3402;1.47E-05;66.57655676;1.77E-06;4.000469324;1.00E-06
87;[0.0, 3323.62, 9668.7, 21452.4, 34746.9, 49250.0, 63148.7];[103.448, 121.839, 131.034, 133.333, 134.866, 136.398, 139.464];0;63148.7;103.448;139.464;10;100;4063.961189;0.537307881;1.00E-06
298;[848.082, 9831.61, 23376.8, 36580.2, 50290.0, 62982.7, 76859.4, 89382.3, 103257.0];[0.433761, 4.12253, 7.49125, 10.3185, 13.038, 15.3236, 17.7187, 19.8959, 21.9662];848.082;103257;0.433761;21.9662;6.69E-06;52.92058344;2.15E-06;11.39187672;1.00E-06
87;[1812.88, 6647.23, 21452.4, 35955.5, 48947.8, 62242.3, 76443.2, 88831.2, 99104.2];[9.96169, 9.1954, 9.1954, 9.96169, 9.96169, 9.96169, 9.96169, 9.96169, 11.4943];1812.88;99104.2;9.1954;11.4943;0.017132188;10.01549766;0.062015818;0.384451027;1.00E-06
87;[3021.47, 8157.97, 21754.6, 50458.6, 75838.9, 89435.5, 99104.2];[7.66284, 8.42912, 9.1954, 9.96169, 9.96169, 9.96169, 9.96169];3021.47;99104.2;7.66284;9.96169;0.000954693;9.977737267;0.000535124;0.502050523;1.00E-06
196;[8732.89, 22592.4, 35245.6, 48802.6, 76521.6, 89777.4, 101829.0];[3.06513, 3.06513, 3.83142, 4.5977, 4.5977, 5.36398, 5.36398];8732.89;101829;3.06513;5.36398;8.19E-05;5.671797904;6.36E-05;0.990289261;1.00E-06
298;[2517.0, 13528.9, 23911.5, 36496.5, 50969.3, 66700.5, 83375.6, 99736.1];[5.91277, 22.925, 36.6141, 50.3108, 62.169, 72.9245, 81.4693, 87.7989];2517;99736.1;5.91277;87.7989;3.27E-05;100;1.70E-06;1.903964136;1.00E-06
298;[4404.75, 11326.5, 33350.3, 58834.9, 84948.8, 102253.0];[0.753246, 1.1462, 3.43641, 5.0006, 6.56696, 7.36483];4404.75;102253;0.753246;7.36483;6.90E-06;17.72941484;7.81E-06;13.06162735;1.00E-06
196;[10249.4, 22100.3, 36513.5, 47723.8, 59254.4, 72066.1, 85198.2, 97689.7, 108259.0];[7.39336, 15.6398, 24.455, 30.9953, 37.2512, 42.9384, 48.91, 53.7441, 57.7251];10249.4;108259;7.39336;57.7251;1.05E-05;100;1.01E-06;5.382935195;1.00E-06
87;[514.427, 7201.98, 22463.3, 35152.5, 48699.1, 61559.8, 70476.5];[171.256, 186.123, 186.674, 186.674, 186.674, 188.326, 187.225];514.427;70476.5;171.256;188.326;10;100;567.5976574;0.418158266;1.00E-06
304;[14003.0, 27386.6, 32556.9, 36596.2, 45617.3, 92661.9, 130362.0, 205844.0, 248418.0, 305130.0, 352444.0, 394937.0, 465949.0, 479978.0, 526888.0, 540918.0, 569059.0, 596661.0, 657655.0, 685526.0, 718244.0, 755864.0, 788825.0, 850168.0, 916305.0, 958853.0, 1039260.0, 1209590.0, 1346840.0, 1488860.0, 1593000.0, 1697110.0, 1787020.0, 1862770.0, 1943230.0];[0.204187, 0.996459, 0.587236, 1.25191, 1.68633, 2.01752, 2.2211, 2.55156, 2.62717, 2.77913, 2.85463, 3.00695, 3.08184, 3.26046, 3.71948, 3.8981, 4.17863, 4.97054, 5.55705, 6.09327, 6.52709, 6.80738, 7.01108, 7.26519, 7.46805, 7.56923, 7.72059, 7.99748, 8.17295, 8.32273, 8.44791, 8.59865, 8.7242, 8.79896, 8.89918];14003;1943230;0.204187;8.89918;8.91E-07;14.75102856;2.16E-07;1.853171927;1.00E-06
77;[182.509, 182.509, 837.971, 2804.36, 10669.9, 16787.6, 32518.6, 48031.2, 62888.4, 75997.6, 93695.1, 99594.3];[0.749056, 60.265, 108.245, 112.702, 114.799, 115.324, 117.159, 117.946, 118.732, 119.519, 120.305, 122.665];182.509;99594.3;0.749056;122.665;0.004490915;100;0.000123325;0.346183995;1.00E-06
77;[888.249, 1119.85, 5751.78, 12931.3, 21731.9, 32385.4, 42112.5, 52997.5, 68282.9, 83799.8, 99780.0];[5.02518, 9.46048, 32.2487, 42.6487, 49.2252, 54.5781, 57.484, 59.6252, 62.0722, 63.6017, 64.5193];888.249;99780;5.02518;64.5193;0.000132502;68.4357697;6.66E-06;0.702202946;1.00E-06
258;[4130.6, 10846.9, 18258.0, 29837.8, 43270.4, 54850.3, 68282.9, 79862.7, 90979.3, 100475.0];[4.26048, 8.69577, 12.6722, 16.4958, 20.0134, 22.7664, 25.3664, 27.3546, 29.3428, 31.0252];4130.6;100475;4.26048;31.0252;1.96E-05;45.24589187;2.60E-06;2.691942357;1.00E-06
77;[656.653, 2741.02, 9457.33, 24047.9, 37943.7, 52071.1, 70135.6, 85421.0, 91674.1, 95611.3, 97464.0];[0.43695, 2.73107, 3.9546, 4.26048, 4.56636, 4.7193, 5.33107, 5.63695, 6.24871, 7.47224, 9.00166];656.653;97464;0.43695;9.00166;9.56E-05;7.120498382;4.97E-05;0.723160835;1.00E-06
77;[236.127, 4995.22, 8093.05, 10953.2, 13098.2, 15957.6, 18341.7, 20724.3, 23107.7, 25967.8, 28352.0, 30973.0, 36216.5, 40983.2, 45987.6, 51230.3, 55997.1, 61240.6, 65765.8, 71008.6, 76248.3, 81250.4, 86011.0, 90767.9, 94801.8, 96224.7, 97400.0, 98341.4, 99492.4, 99939.5, 100379.0];[0.479233, 2.39617, 2.71565, 2.8754, 3.03514, 3.35463, 3.35463, 3.67412, 3.83387, 3.99361, 3.99361, 4.3131, 4.63259, 4.95208, 5.43131, 5.91054, 6.23003, 6.54952, 7.50799, 7.98722, 9.10543, 10.0639, 11.6613, 14.0575, 18.0511, 19.6486, 23.1629, 25.7188, 34.345, 40.5751, 48.4026];236.127;100379;0.479233;48.4026;2.68E-06;100;8.42E-07;25.80806742;1.00E-06
77;[5720.36, 8342.13, 10964.7, 13348.0, 15969.8, 18354.7, 20977.2, 23360.5, 25743.9, 28366.4, 30988.2, 36233.3, 46006.6, 51251.7, 56018.4, 60785.9, 66507.0, 71035.3, 76279.6, 81523.1, 86049.1, 91292.7, 96294.7, 98435.9, 99858.7, 100326.0];[0.319489, 0.479233, 0.479233, 0.638978, 0.798722, 0.638978, 0.638978, 0.798722, 0.958466, 0.958466, 1.11821, 1.11821, 1.4377, 1.4377, 1.75719, 1.91693, 2.07668, 2.39617, 2.55591, 2.8754, 3.67412, 3.99361, 4.95208, 5.91054, 7.50799, 9.42492];5720.36;100326;0.319489;9.42492;5.22E-07;100;3.24E-06;595.0587929;1.00E-06
77;[13110.4, 15732.1, 18354.7, 20501.1, 23122.9, 25983.8, 28367.2, 30988.2, 35994.8, 41239.9, 46006.6, 51012.5, 56256.8, 61501.1, 66506.2, 71273.7, 76278.8, 81521.6, 86289.1, 96773.1, 98915.7, 100339.0];[0.479233, 0.638978, 0.638978, 0.479233, 0.638978, 0.638978, 0.798722, 1.11821, 1.11821, 1.11821, 1.4377, 1.59744, 1.75719, 1.91693, 2.23642, 2.39617, 2.71565, 3.19489, 3.35463, 4.63259, 5.27157, 6.70927];13110.4;100339;0.479233;6.70927;4.38E-07;100;3.95E-06;871.3170895;1.00E-06
195;[953.647, 1907.29, 3099.35, 6675.53, 10966.9, 13351.1, 16450.4, 19549.8, 22887.5, 25986.9, 28847.8, 32424.0, 35523.4, 38145.9, 41245.2, 44583.0, 47443.9, 50781.7, 53642.6, 56503.6, 59602.9, 62702.3, 65563.2, 68662.6, 72000.4, 74861.3, 77960.6, 81060.0, 83920.9, 86781.9, 90358.1, 92980.6, 96318.4, 98464.1, 100848.0];[9.79784, 16.5345, 23.2715, 30.2175, 35.1241, 36.9657, 39.0127, 40.6516, 42.4951, 43.9299, 44.9561, 46.1878, 47.0103, 47.8319, 49.2667, 50.2939, 51.116, 51.939, 52.9652, 53.3791, 54.6098, 55.2283, 56.0504, 56.873, 57.9001, 58.314, 59.1366, 59.9592, 60.169, 60.9911, 61.4065, 62.4322, 63.2552, 63.8718, 64.2848];953.647;100848;9.79784;64.2848;9.38E-05;65.84585396;3.12E-06;0.448286734;1.00E-06
195;[953.647, 1907.29, 3099.35, 4291.41, 7629.18, 11443.8, 13589.5, 16450.4, 19549.8, 22887.5, 26463.7, 29563.1, 32185.6, 35046.5, 38622.7, 41960.5, 44821.4, 47443.9, 50781.7, 53881.1, 56980.4, 60079.8, 63179.1, 66278.5, 69854.6, 72238.8, 75099.7, 78675.9, 81536.8, 84159.4, 87735.5, 90596.5, 93457.4, 96556.8, 100133.0];[7.9611, 13.4732, 19.1899, 24.2944, 29.199, 33.2884, 34.9253, 36.9719, 38.2026, 39.842, 41.0737, 42.1004, 43.5342, 44.5604, 45.9962, 46.6151, 47.6413, 48.4629, 49.0819, 49.7004, 50.5229, 51.3455, 51.964, 52.9906, 53.6101, 54.2271, 54.8451, 55.8727, 56.0826, 56.9042, 57.3196, 57.7335, 58.7597, 59.1741, 59.3854];953.647;100133;7.9611;59.3854;9.85E-05;61.21341208;3.37E-06;0.43428122;1.00E-06
195;[953.647, 1668.88, 2860.94, 4053.0, 11443.8, 13589.5, 16450.4, 19549.8, 22410.7, 25748.5, 28609.4, 32185.6, 35284.9, 38384.3, 41006.8, 44106.2, 47443.9, 50304.9, 53404.2, 56503.6, 59364.5, 62702.3, 65324.8, 68662.6, 71761.9, 74622.9, 77245.4, 80583.2, 83682.5, 86543.5, 89881.2, 91788.5, 94887.9, 96795.2, 99894.5];[11.2264, 16.534, 21.0262, 25.1102, 32.6761, 34.7212, 35.7474, 37.3863, 38.8206, 39.8478, 41.2821, 42.1056, 43.3364, 44.363, 44.7765, 45.599, 46.4221, 47.2442, 47.8627, 48.4812, 49.0992, 49.31, 50.5397, 51.3628, 51.5731, 52.1911, 53.0127, 53.4276, 54.2502, 54.8682, 55.2831, 55.491, 56.5176, 56.7256, 56.9359];953.647;99894.5;11.2264;56.9359;0.000119955;57.19009713;4.67E-06;0.397514099;1.00E-06
77;[1166.54, 2577.14, 4223.81, 5877.02, 7063.17, 8488.3, 10869.3, 13727.6, 14916.6, 16346.8, 18488.2, 22782.4, 25405.3, 30654.8, 35904.9, 41156.6, 45931.7, 51181.9, 55479.8, 61209.3, 65986.6, 71239.7, 76016.3, 81509.8, 85809.8, 91541.6, 97991.0, 100140.0];[5.92705, 10.7903, 16.2614, 20.3647, 22.1884, 24.0122, 25.8359, 27.8116, 29.0274, 29.7872, 31.7629, 33.2827, 34.4985, 36.1702, 37.69, 38.9058, 39.8176, 41.3374, 42.0973, 43.3131, 43.769, 44.6809, 45.2888, 45.8967, 46.2006, 46.9605, 47.5684, 48.0243];1166.54;100140;5.92705;48.0243;9.42E-05;50.88697966;3.63E-06;0.490851777;1.00E-06
