temperature;pressure [Pa];uptake [mol/g];min pressure [Pa];max pressure [Pa];min uptake [mol/g];max uptake [mol/g];langmuir K;langmuir qsat;langmuir K error;langmuir qsat error;sips_K
298;[995745.0, 1480850.0, 2017020.0, 2502130.0, 3012770.0, 3497870.0, 4008510.0, 4519150.0, 5004260.0, 5514890.0, 6000000.0, 6510640.0, 6970210.0, 7506380.0, 8017020.0, 8502130.0, 8987230.0, 9472340.0, 9778720.0, 210970.0, 843882.0, 2109700.0, 3375530.0, 5485230.0, 6962030.0, 8860760.0, 11181400.0, 13713100.0, 16666700.0, 20042200.0, 23628700.0, 27426200.0, 32278500.0, 37130800.0, 41983100.0, 47679300.0, 54641400.0, 60759500.0, 67299600.0, 73628700.0, 78481000.0, 3375530.0, 5485230.0, 7594940.0, 10126600.0, 13080200.0, 16666700.0, 20042200.0, 23839700.0, 27637100.0, 32700400.0, 37763700.0, 43038000.0, 48523200.0, 54008400.0, 59493700.0, 64767900.0, 69831200.0, 76160300.0, 78059100.0, 78270000.0, 1687760.0, 2742620.0];[0.000449, 0.000682, 0.00093, 0.001131, 0.001348, 0.00155, 0.001767, 0.001953, 0.002123, 0.002325, 0.002465, 0.002635, 0.002837, 0.002977, 0.003147, 0.003256, 0.003411, 0.00352, 0.00352, 0.000943, 0.002075, 0.003094, 0.004038, 0.004943, 0.00566, 0.006264, 0.006981, 0.00766, 0.008302, 0.008906, 0.009509, 0.010075, 0.010679, 0.011245, 0.011736, 0.012226, 0.012717, 0.013132, 0.013623, 0.013962, 0.014528, 0.00317, 0.004151, 0.004906, 0.005698, 0.006491, 0.007283, 0.007849, 0.008528, 0.009019, 0.00966, 0.010264, 0.010755, 0.011283, 0.011774, 0.012189, 0.012491, 0.012793, 0.013208, 0.014, 0.013321, 0.002302, 0.003245];210970;78481000;0.000449;0.014528;4.03E-08;0.018023276;4.02E-06;0.641410782;1.00E-06
77;[4641350.0, 7173000.0, 9704640.0, 12025300.0, 15400800.0, 18987300.0, 22573800.0, 27004200.0, 31223600.0, 36075900.0, 41772200.0, 45569600.0, 51265800.0, 57173000.0, 63502100.0, 69831200.0, 75316500.0];[0.004226, 0.005094, 0.005925, 0.006528, 0.007283, 0.007925, 0.008491, 0.009132, 0.00966, 0.010151, 0.010641, 0.010981, 0.011434, 0.011811, 0.012226, 0.012566, 0.012868];4641350;75316500;0.004226;0.012868;6.39E-08;0.014958028;1.34E-05;0.89240262;1.00E-06
77;[78270000.0, 421941.0, 1476790.0, 2953590.0, 4852320.0, 6962030.0, 9704640.0, 12447300.0, 16033800.0, 20253200.0, 25105500.0, 29535900.0, 34810100.0, 40717300.0, 45780600.0, 50632900.0, 54852300.0, 60126600.0, 64767900.0, 71308000.0, 77426200.0, 78059100.0, 78270000.0, 229787.0, 510638.0, 970213.0, 1506380.0, 2017020.0, 2502130.0, 2987230.0, 3497870.0];[0.013472, 0.001094, 0.002113, 0.003094, 0.003962, 0.004642, 0.005321, 0.005925, 0.006642, 0.007283, 0.007962, 0.008415, 0.008906, 0.009434, 0.009774, 0.010113, 0.010377, 0.010641, 0.010943, 0.011245, 0.011547, 0.011736, 0.012528, 0.000139, 0.00031, 0.00065, 0.001053, 0.001471, 0.00195, 0.002322, 0.002678];229787;78270000;0.000139;0.013472;6.07E-08;0.013980619;1.08E-05;0.672449276;1.00E-06
298;[4008510.0, 4570210.0, 5004260.0, 5514890.0, 6025530.0, 6510640.0, 7021280.0, 7506380.0, 7991490.0, 8476600.0, 8987230.0];[0.003003, 0.003313, 0.003561, 0.003855, 0.004118, 0.004459, 0.004691, 0.005109, 0.005357, 0.005667, 0.005961];4008510;8987230;0.003003;0.005961;2.17E-08;0.036260547;4.19E-05;55.68358538;1.00E-06
298;[9497870.0, 9778720.0, 1046810.0, 1506380.0, 2017020.0, 2553190.0, 3012770.0, 3523400.0, 4034040.0, 4519150.0, 5029790.0, 5514890.0, 6025530.0, 6485110.0];[0.006394, 0.006626, 0.000681, 0.000945, 0.001362, 0.001796, 0.002152, 0.002415, 0.00274, 0.003081, 0.003329, 0.003561, 0.003593, 0.003794];1046810;9778720;0.000681;0.006626;4.32E-09;0.156831646;8.88E-06;284.1744901;1.00E-06
298;[7021280.0, 7531910.0, 7991490.0, 8502130.0, 9012770.0, 9497870.0, 9804260.0, 995745.0, 1531910.0, 1991490.0, 2502130.0, 3012770.0, 3497870.0, 4008510.0, 4493620.0, 5004260.0, 5514890.0, 6025530.0, 6485110.0, 7021280.0, 7506380.0];[0.004011, 0.004259, 0.004522, 0.004739, 0.004895, 0.005096, 0.005236, 0.000558, 0.000852, 0.001146, 0.001425, 0.001673, 0.001921, 0.002153, 0.002401, 0.002633, 0.00285, 0.003052, 0.003253, 0.003409, 0.003626];995745;9804260;0.000558;0.005236;4.54E-09;0.121783874;1.06E-05;248.4244274;1.00E-06
298;[7991490.0, 8502130.0, 8987230.0, 9472340.0, 9778720.0, 1455320.0, 2017020.0, 2502130.0, 3012770.0, 3523400.0, 4008510.0, 4493620.0, 5029790.0, 5514890.0, 6000000.0, 6485110.0, 7021280.0, 7480850.0, 7965960.0, 8502130.0, 8987230.0, 9497870.0, 9778720.0, 983.607, 1639.34, 3278.69, 3934.43, 4262.3, 5573.77];[0.003781, 0.003936, 0.004091, 0.004246, 0.00437, 0.000744, 0.001038, 0.001317, 0.001565, 0.001797, 0.002014, 0.002216, 0.002448, 0.00268, 0.002882, 0.003053, 0.003254, 0.003456, 0.003564, 0.00375, 0.003921, 0.004076, 0.004138, 2.84e-05, 5.21e-05, 6.62e-05, 8.51e-05, 0.000108794, 0.000127661];983.607;9778720;2.84E-05;0.00437;2.88E-08;0.01947891;3.96E-05;19.98390671;1.00E-06
303;[6557.38, 7540.98, 8196.72, 9180.33, 10491.8, 11475.4, 13114.8, 14098.4, 16065.6, 18032.8, 21311.5, 22623.0, 26885.2, 28196.7, 33114.8, 37049.2, 41639.3, 46229.5, 51803.3, 57704.9, 64918.0, 72786.9, 79672.1, 89508.2, 100656.0, 326.797, 1307.19, 2614.38, 4575.16, 5882.35];[0.000141811, 0.000160708, 0.000189133, 0.000198535, 0.000222149, 0.00025529, 0.000278873, 0.000302519, 0.000340314, 0.00037811, 0.000439519, 0.000463134, 0.000529198, 0.00055756, 0.000637805, 0.000699153, 0.000765186, 0.000835966, 0.000916149, 0.000982058, 0.00107158, 0.00117054, 0.00125534, 0.00135411, 0.00147175, 9.49e-06, 2.37e-05, 3.78e-05, 5.67e-05, 7.09e-05];326.797;100656;9.49E-06;0.00147175;5.52E-06;0.004101616;0.018090141;10.0327028;1.00E-06
328;[7189.54, 8823.53, 9803.92, 11764.7, 13071.9, 14379.1, 15359.5, 17973.9, 22549.0, 28104.6, 33986.9, 35947.7, 41830.1, 46732.0, 51960.8, 57516.3, 65032.7, 72549.0, 80719.0, 90522.9, 100654.0, 2613.46, 5225.94, 8165.23, 11432.3, 13393.1, 16987.0];[8.5e-05, 8.96e-05, 0.000122876, 0.000132213, 0.000146374, 0.000160535, 0.00017949, 0.000193526, 0.000235948, 0.000283038, 0.00033962, 0.000358481, 0.000410302, 0.000457454, 0.000499813, 0.000537379, 0.00060333, 0.000664519, 0.000716122, 0.000791379, 0.000861843, 4.51e-06, 1.38e-05, 2.3e-05, 2.75e-05, 2.73e-05, 3.17e-05];2613.46;100654;4.51E-06;0.000861843;3.02E-08;0.301321823;0.013660157;135974.1313;1.00E-06
303;[19274.6, 21562.2, 23196.3, 26790.1, 29076.8, 33650.1, 36590.3, 42144.1, 46392.5, 51620.4, 56849.3, 64362.8, 71223.8, 80046.5, 89521.9, 99977.6, 2565.85, 4820.47, 5788.35, 7397.71, 9007.06, 11265.5, 12556.0, 13850.3, 15459.7];[3.15e-05, 3.13e-05, 3.11e-05, 3.55e-05, 4.01e-05, 4.92e-05, 5.37e-05, 6.27e-05, 6.22e-05, 6.65e-05, 6.6e-05, 7.96e-05, 8.85e-05, 9.24e-05, 0.000100998, 0.000109526, 1.83e-05, 2.26e-05, 2.24e-05, 2.68e-05, 3.12e-05, 3.08e-05, 3.06e-05, 2.56e-05, 3e-05];2565.85;99977.6;1.83E-05;0.000109526;1.12E-08;0.111856154;0.064016144;638110.0558;1.00E-06
328;[17391.6, 19327.4, 21582.0, 24489.5, 25776.2, 30619.4, 34487.2, 37064.5, 41903.9, 46735.7, 51894.0, 57374.9, 64465.2, 72208.3, 79943.8, 89615.1, 99931.7, 2.86, 4.5, 8.03, 12.0, 23.7, 36.3, 99.4, 278.779, 762.491, 2033.69, 3911.28, 7910.45, 14835.8, 96.9, 137.841];[3.44e-05, 3.4e-05, 3.83e-05, 3.3e-05, 3.75e-05, 3.19e-05, 3.59e-05, 4.01e-05, 3.92e-05, 4.77e-05, 5.14e-05, 5.51e-05, 6.32e-05, 6.17e-05, 6.97e-05, 7.72e-05, 8.47e-05, 0.000102, 0.000128, 0.000161, 0.000196, 0.000234, 0.000268, 0.000319, 0.000373, 0.000415, 0.000478, 0.000531, 0.000653, 0.000878, 0.000102, 0.000129];2.86;99931.7;3.19E-05;0.000878;1.18E-08;0.117206679;0.06105629;604699.6767;0.082230992
87;[245.832, 438.428, 822.257, 1466.45, 3363.35, 6975.56, 14107.9, 25160.7, 32356.8, 101.6, 1002.33, 9215.95, 104673.0, 996915.0, 11322800.0, 20604000.0, 33734100.0, 1.07, 10.3, 51.7, 216.779, 1005.55, 2085.5, 5158.06, 10970.3, 21098.5, 52183.0, 100360.0, 5.37, 20.9, 50.4, 101.926, 211.394, 522.84, 1031.16, 2033.69, 5029.94, 10172.9, 19564.9, 52183.0, 95436.3, 1.1, 2.12, 5.24, 10.9, 20.4, 51.7, 101.926, 206.143, 522.84, 2033.69, 10172.9, 52183.0, 95436.3, 109.915, 509.853, 1005.55];[0.000173, 0.000221, 0.000272, 0.000316, 0.000368, 0.000415, 0.000478, 0.000564, 0.00063, 0.0149791, 0.0324581, 0.294643, 5.78305, 8.07279, 7.33868, 6.93666, 6.55212, 0.0142004, 0.0142004, 0.00655336, 0.0142004, 0.0142004, 0.0524357, 0.174789, 0.419495, 1.24538, 2.59891, 3.08067, 0.0142004, 0.0142004, 0.0142004, 0.0524357, 0.113612, 0.243612, 0.549495, 1.01597, 1.5742, 1.85714, 1.99479, 2.12479, 2.21655, -0.0010937, 0.0142004, 0.0753769, 0.190083, 0.419495, 0.740671, 0.878318, 0.97773, 1.08479, 1.16891, 1.26067, 1.35244, 1.38302, 0.0142004, 0.136553, 0.266553];1.07;33734100;-0.0010937;8.07279;7.45E-06;7.392563998;1.75E-06;0.540770585;8.45E-07
423;[1983.17, 4904.99, 9920.2, 20574.4, 48390.0, 105539.0, 112.715, 509.853, 1031.16, 2085.5, 5158.06, 10172.9, 20574.4, 49622.7, 97867.4, 1006.69, 2056.58, 5137.99, 10082.5, 20391.5, 48934.7, 96026.2, 209.514, 507.868, 1006.69, 1955.68, 5086.55, 10287.4, 20187.3, 48934.7, 97978.1, 201.249, 502.784, 1048.03, 1955.68, 4935.31, 9981.51, 19785.1, 49429.5, 98968.9, 105.699, 199.235, 497.75, 2015.61, 5086.55, 9981.51, 20187.3, 50434.3, 98968.9, 1016.87, 2015.61, 4985.21, 9981.51, 20391.5, 48444.8, 96026.2, 410.5, 1345.4, 2743.2, 4625.7, 7094.4, 9286.2, 11777.0, 14700.1];[0.4042, 0.58773, 0.671847, 0.771259, 0.832436, 0.870671, -0.0010937, 0.0677298, 0.151847, 0.281847, 0.442436, 0.518906, 0.58773, 0.641259, 0.6642, 0.0187143, 0.0583333, 0.144563, 0.293717, 0.543084, 1.07445, 1.50326, 0.00939217, 0.030367, 0.0606639, 0.121258, 0.268081, 0.498804, 0.82974, 1.2469, 1.47763, 0.00473111, 0.0233754, 0.0653249, 0.13291, 0.298378, 0.538423, 0.822748, 1.10474, 1.30517, 0.00473111, 7e-05, 0.00240058, 0.00240058, 0.0280364, 0.0746471, 0.158546, 0.382277, 0.729527, 0.0163838, 0.0326975, 0.0839692, 0.170199, 0.291387, 0.494143, 0.643297, 0.000925, 0.001984, 0.002985, 0.003978, 0.004842, 0.005548, 0.006167, 0.006907];105.699;105539;-0.0010937;1.50326;3.07E-05;1.365927217;4.40E-05;0.839821128;1.00E-06
77;[18349.9, 22546.8, 26840.8, 31448.3, 36269.0, 214538.0, 487317.0, 961375.0, 1467690.0, 1996450.0, 2450980.0, 3008850.0, 3420410.0, 3938340.0, 4420090.0, 5024170.0, 5495660.0, 6011410.0, 6491930.0, 6922380.0, 7571260.0, 8072470.0, 8606000.0, 9058100.0];[0.007621, 0.008281, 0.008798, 0.009417, 0.009929, 0.000106, 0.000231, 0.000448, 0.000685, 0.000929, 0.001133, 0.001328, 0.001537, 0.001754, 0.00195, 0.002139, 0.002286, 0.002475, 0.002644, 0.002863, 0.003059, 0.003183, 0.003312, 0.003355];18349.9;9058100;0.000106;0.009929;6.67E-08;0.008862181;9.48E-05;8.320456278;1.00E-06
298;[9292980.0, 9782150.0, 750.1, 2271.1, 4557.7, 7328.7, 10058.4, 13590.6, 17790.0, 22560.8, 824.1, 2701.3, 5252.7, 8183.0, 11232.0, 15914.7, 20832.3, 27271.3, 32462.8, 38035.3, 44564.4, 51397.8, 59274.2, 67283.5, 73994.1, 80091.9, 83995.6, 90921.3, 98421.1, 103214.0, 528.7, 1876.3, 3707.1, 6252.5, 9143.7, 12354.3, 15667.4, 20511.3, 24805.7, 30000.5, 35715.1, 41848.9, 48262.0, 53075.5, 56546.6, 60251.3, 67318.5, 75219.1, 85388.8, 92438.6, 106587.0, 537.4, 1847.8, 3889.5, 6354.9, 9442.8, 12758.8, 16439.5, 21521.3, 26864.7, 33536.2, 39924.7];[0.003355, 0.003538, 0.001013, 0.002092, 0.003147, 0.0041, 0.004953, 0.005675, 0.006453, 0.007228, 0.001309, 0.002685, 0.003859, 0.004953, 0.005849, 0.006855, 0.007795, 0.008731, 0.009417, 0.01008, 0.01079, 0.01129, 0.011994, 0.012646, 0.013133, 0.013639, 0.013743, 0.014164, 0.014489, 0.01471, 0.001126, 0.002308, 0.003293, 0.004194, 0.005067, 0.005849, 0.006551, 0.007228, 0.007855, 0.008471, 0.008932, 0.009417, 0.010004, 0.01039, 0.010708, 0.01079, 0.01129, 0.011637, 0.012085, 0.012177, 0.013434, 0.001036, 0.002061, 0.003007, 0.003859, 0.004592, 0.005262, 0.005893, 0.006551, 0.007228, 0.007914, 0.008344];528.7;9782150;0.001013;0.01471;8.39E-05;0.012429921;0.008425281;0.342088317;1.00E-06
77;[46781.4, 53950.4, 61247.0, 72911.4, 80185.7, 86797.2, 93956.8, 104941.0, 104973.0, 1012680.0, 1487590.0, 1972750.0, 2516850.0, 3557510.0, 4044100.0, 4538790.0, 6016220.0, 6414490.0, 7016460.0, 7480950.0, 7976180.0, 8395190.0, 8724710.0, 9666430.0];[0.008798, 0.009346, 0.009633, 0.010234, 0.010548, 0.010872, 0.011121, 0.012551, 0.011725, 0.000659, 0.000942, 0.001383, 0.001756, 0.002381, 0.002682, 0.003022, 0.003637, 0.003835, 0.004097, 0.00432, 0.004555, 0.004739, 0.004931, 0.005269];46781.4;9666430;0.000659;0.012551;10;0.005959834;492732462.6;0.257389382;1.00E-06
298;[214671.0, 487673.0, 974500.0, 1469010.0, 1972970.0, 2453830.0, 2936300.0, 3424510.0, 3943070.0, 4481960.0, 4965730.0, 5572590.0, 5941490.0, 6416410.0, 6929300.0, 7483940.0, 7877100.0, 8398550.0, 8954530.0, 9547310.0, 9671270.0, 217417.0, 506683.0, 1012480.0, 1487300.0, 1971900.0, 2452230.0, 3010060.0, 3466200.0, 3990670.0, 4421860.0, 4962250.0, 5497860.0, 5937330.0, 6411920.0, 6924460.0, 7382110.0, 7972190.0, 8832690.0, 9538720.0, 209172.0, 506597.0, 961731.0, 1430940.0, 1996970.0, 2451740.0, 2933630.0, 3465510.0, 4041680.0, 4477920.0, 4961750.0, 5358900.0, 5937330.0, 6493880.0, 7103300.0, 7671100.0, 7972190.0];[0.000142, 0.000327, 0.000642, 0.001048, 0.001459, 0.001953, 0.002351, 0.002683, 0.003023, 0.003316, 0.00359, 0.003887, 0.004153, 0.004438, 0.004679, 0.005133, 0.005413, 0.005707, 0.006017, 0.006429, 0.006602, 0.000136, 0.000306, 0.0006, 0.000858, 0.001134, 0.001439, 0.001664, 0.001925, 0.002141, 0.002348, 0.002611, 0.002789, 0.002941, 0.003142, 0.003313, 0.003493, 0.003732, 0.003935, 0.004261, 0.000119, 0.000282, 0.000533, 0.000762, 0.001047, 0.001311, 0.001537, 0.001778, 0.002003, 0.002227, 0.002443, 0.002717, 0.002902, 0.00306, 0.003269, 0.003493, 0.003683];209172;9671270;0.000119;0.006602;2.87E-09;0.203615294;4.45E-06;280.9109195;1.00E-06
298;[8391840.0, 8720350.0, 9178460.0, 9785090.0, 3.1, 8.3, 17.7, 32.9, 56.7, 85.7, 123.1, 172.2, 217.3, 274.1, 328.4, 383.3, 424.9, 470.9, 521.8, 19.6, 33.8, 55.3, 81.4, 114.0, 155.5, 201.3, 254.0, 312.4, 364.7, 425.8, 484.4, 537.0, 19.6, 33.8, 55.3, 81.4, 114.0, 155.5, 201.3, 254.0, 312.4, 364.7, 425.8, 484.4, 537.0, 14.8, 120.5, 348.2, 647.9, 979.9, 1336.3, 1686.1, 2073.3, 2484.3, 2900.7, 3659.7, 4163.8, 4616.4, 5252.7, 5529.9, 7157.2, 8572.1, 10004.8];[0.003832, 0.003883, 0.003987, 0.004094, 0.000674, 0.000989, 0.001305, 0.001621, 0.001916, 0.002189, 0.002463, 0.002737, 0.002989, 0.003263, 0.003495, 0.003768, 0.004021, 0.004295, 0.004568, 0.001137, 0.001411, 0.001663, 0.001916, 0.002126, 0.002358, 0.002568, 0.002779, 0.002968, 0.003158, 0.003326, 0.003516, 0.003705, 0.001137, 0.001411, 0.001663, 0.001916, 0.002126, 0.002358, 0.002568, 0.002779, 0.002968, 0.003158, 0.003326, 0.003516, 0.003705, 0.000463, 0.001032, 0.001474, 0.001789, 0.002084, 0.002316, 0.002547, 0.002737, 0.002926, 0.003095, 0.003347, 0.003516, 0.003663, 0.003811, 0.003937, 0.004316, 0.004632, 0.004926];3.1;9785090;0.000463;0.004926;0.014983255;0.003691465;4.614539395;0.21701465;0.048397631
173;[12941.1, 13.7, 29.8, 68.2, 117.5, 182.5, 276.1, 367.1, 451.5, 569.9, 683.1, 797.8, 907.9, 1338.4, 1778.7, 2131.6, 2689.9, 3141.0, 3962.9, 4872.6, 5689.0, 6642.1, 9289.9, 11715.3, 14031.4, 16801.9, 19608.7, 22301.3, 25361.8, 26598.2, 182.7, 570.9, 1412.6, 2193.1, 2915.0, 3585.1, 4186.9, 4889.3, 5422.3, 6012.5, 6841.6, 7392.8, 8198.1, 11176.7, 14471.7, 16892.8, 19722.8, 22440.0, 28293.9, 33884.1, 39549.2, 43822.4, 69605.6, 77164.9, 79150.0, 83316.3, 85485.3];[0.005495, 0.000189, 0.000379, 0.000611, 0.000779, 0.000905, 0.001053, 0.001158, 0.001263, 0.001368, 0.001453, 0.001537, 0.001621, 0.001832, 0.002042, 0.002189, 0.002379, 0.002526, 0.002779, 0.002989, 0.003179, 0.003368, 0.003811, 0.004211, 0.004526, 0.004905, 0.005221, 0.005516, 0.005811, 0.007116, 0.000505, 0.000842, 0.001179, 0.001411, 0.001579, 0.001705, 0.001811, 0.001937, 0.002, 0.002105, 0.002232, 0.002316, 0.0024, 0.002737, 0.002989, 0.003242, 0.003432, 0.0036, 0.004042, 0.0044, 0.004674, 0.004989, 0.006168, 0.006358, 0.006505, 0.006695, 0.006758];13.7;85485.3;0.000189;0.007116;0.000126148;0.006571031;0.027106615;0.468244111;0.004263065
193;[89958.2, 90003.2, 2590890.0, 3082650.0, 3541610.0, 4033360.0, 4492310.0];[0.007011, 0.006863, 0.427541, 0.42192, 0.759532, 1.09677, 1.89152];89958.2;4492310;0.006863;1.89152;4.49E-09;62.25254651;1.88E-07;2424.976362;1.00E-06
240;[4885680.0, 5147920.0, 5311800.0, 5475670.0, 5573890.0, 5573950.0, 5639390.0, 5737650.0, 5901480.0];[3.02988, 4.28403, 5.65358, 7.70885, 12.7363, 10.3363, 15.4784, 19.2487, 22.6754];4885680;5901480;3.02988;22.6754;2.36E-08;99.99998566;9.14E-08;319.2253099;1.00E-06
240;[6130900.0, 6557030.0, 6983180.0, 7671600.0, 192.4, 324.2, 416.8, 502.3, 766.2, 898.4, 927.1, 948.6, 959.3, 980.8, 1002.3, 1038.1, 1070.3, 1084.6, 1091.8, 1127.4, 1127.5, 1188.1, 1198.8, 1280.8, 1313.0, 1384.2, 1473.2, 1523.1, 1594.4, 1633.6, 1715.5, 1818.8, 1861.6, 2004.0, 91.3, 213.0, 365.1, 486.8, 760.7, 1004.1, 1369.2, 1551.8, 2282.0, 2860.1, 3468.7, 4046.8, 4533.6, 5111.8, 5750.7, 6115.8, 6815.7, 7332.9, 7850.2];[25.3014, 27.5822, 29.063, 30.6552, 0.000266, 0.000391, 0.000562, 0.000672, 0.001672, 0.002766, 0.003187, 0.0035, 0.003672, 0.003938, 0.004219, 0.004578, 0.005016, 0.005219, 0.005422, 0.005375, 0.005594, 0.00575, 0.005844, 0.006125, 0.006313, 0.006422, 0.006437, 0.006531, 0.006625, 0.006781, 0.00675, 0.006875, 0.007063, 0.007109, 3.1e-05, 4.7e-05, 6.2e-05, 7.8e-05, 9.4e-05, 0.000109, 0.000156, 0.000172, 0.000218, 0.000281, 0.000343, 0.000405, 0.000483, 0.000608, 0.000655, 0.000733, 0.000951, 0.001076, 0.00145];91.3;7671600;3.10E-05;30.6552;5.75E-08;99.99999996;5.51E-08;64.06033223;1.00E-06
333;[8306.6, 8884.7, 9310.7, 9736.6, 10223.5, 10588.6, 10892.9, 11349.3, 11592.7, 12201.2, 13022.8, 13600.9, 37.8, 94.3, 150.8, 245.1, 339.3, 395.7, 489.9, 621.8, 791.4, 904.4, 1055.2, 1243.6, 1601.5, 1827.5, 2016.0, 2374.0, 2675.5, 2958.2, 3391.4, 3410.4, 3731.0, 4089.0, 4410.1, 4749.6, 4900.8, 5184.2, 5411.1, 5468.3, 5733.0, 5903.2, 6035.7];[0.001715, 0.002183, 0.002667, 0.003181, 0.003914, 0.004538, 0.004741, 0.005177, 0.005505, 0.00577, 0.005895, 0.006004, 6.2e-05, 6.2e-05, 7.7e-05, 0.000108, 0.000123, 0.000108, 0.000107, 0.000154, 0.000184, 0.0002, 0.00023, 0.000261, 0.000307, 0.000337, 0.000383, 0.000476, 0.000521, 0.000629, 0.000659, 0.000737, 0.000892, 0.000984, 0.001387, 0.001604, 0.001852, 0.002208, 0.002612, 0.002891, 0.003372, 0.003636, 0.003946];37.8;13600.9;6.20E-05;0.006004;4.95E-09;82.7772865;2.87E-07;1.71E-17;6.87E-09
323;[6187.3, 6225.4, 6338.8, 6415.3, 6452.7, 6603.5, 6716.9, 7056.5, 7264.0, 7565.5, 7829.5, 7905.5, 8018.2, 8320.0, 8847.4, 9280.6, 9280.9, 9921.3, 10392.5, 10788.1, 330.7, 599.4, 868.1, 1136.9, 1695.0, 2273.7, 3183.2, 3968.7, 4754.1, 5767.0, 7131.2, 8268.1, 9921.7, 11037.9, 12236.7, 13084.2, 640.8, 992.2, 1240.2, 2025.7, 2914.5, 3307.2];[0.004349, 0.00452, 0.004691, 0.005203, 0.005079, 0.005156, 0.005311, 0.00559, 0.005729, 0.005806, 0.005945, 0.00624, 0.006085, 0.006317, 0.006331, 0.006345, 0.006501, 0.00653, 0.0067, 0.006745, 3.6e-05, 6e-05, 8.8e-05, 0.000109, 0.000144, 0.000192, 0.000236, 0.000293, 0.000332, 0.000379, 0.000424, 0.000479, 0.000517, 0.000567, 0.000602, 0.000608, 1.9e-05, 3e-05, 3.6e-05, 5.8e-05, 7.4e-05, 8.5e-05];330.7;13084.2;1.90E-05;0.006745;8.44E-05;0.009752354;0.049419028;3.422364181;1.00E-06
323;[4299.4, 5374.2, 6635.1, 7875.3, 9115.5, 10397.1, 11968.0, 12691.5, 2087.7, 2707.8, 3286.6, 3720.6, 4547.4, 5270.9, 6118.4, 6883.2, 7689.3, 8681.5, 9363.6, 9942.3];[0.00011, 0.000129, 0.000152, 0.000175, 0.000193, 0.000208, 0.000234, 0.000245, 1.8e-05, 2.3e-05, 2.9e-05, 3.4e-05, 3.8e-05, 4.3e-05, 5e-05, 5.6e-05, 6.1e-05, 6.8e-05, 7.3e-05, 7.7e-05];2087.7;12691.5;1.80E-05;0.000245;3.92E-08;0.392002351;0.545130407;5449728.831;1.00E-06
353;[10913.8, 12030.0, 0.1, 0.1, 0.1, 0.1, 0.2, 0.7, 2.2, 7.7, 20.8, 32.0, 47.3, 67.6, 103.8, 143.2, 244.7, 389.2, 597.5, 1058.1, 1264.9, 7.9, 28.7, 60.8, 100.2, 153.8, 219.8, 292.5, 482.3, 740.3, 1058.1, 1459.2, 2012.4, 2775.2, 3693.0, 4575.5, 33.1, 124.1, 272.3, 518.0];[8.3e-05, 9.1e-05, 0.006123, 0.007079, 0.008802, 0.010524, 0.01282, 0.015116, 0.017029, 0.018751, 0.020473, 0.021621, 0.023152, 0.025065, 0.027935, 0.030805, 0.035397, 0.039607, 0.04439, 0.049365, 0.071369, 0.000765, 0.001531, 0.002105, 0.002679, 0.003444, 0.004018, 0.004592, 0.00574, 0.007079, 0.008228, 0.009184, 0.010141, 0.011098, 0.012054, 0.012628, 0.000765, 0.001339, 0.002105, 0.00287];0.1;12030;8.30E-05;0.071369;10;0.015662308;1177.321676;0.172012022;2.428714716
50;[767.2, 1058.1, 1310.9, 1744.5, 2321.4, 2980.7, 3317.8, 3693.0, 4260.2, 4741.9, 5470.1, 6310.1, 6777.3, 7543.8, 8102.4, 1.3, 4.4, 8.4, 13.6, 19.5, 33.5, 51.6, 59.1, 69.3, 81.2, 86.9, 99.5, 114.0, 130.6, 136.7, 156.6, 309.3, 454.9, 611.1, 839.6, 1053.6, 1383.5, 1585.7, 1776.9];[0.003444, 0.004018, 0.004592, 0.005166, 0.005931, 0.006697, 0.007079, 0.007462, 0.007845, 0.008228, 0.008993, 0.008993, 0.009567, 0.00995, 0.010141, 0.000317, 0.000582, 0.000794, 0.001058, 0.001217, 0.00164, 0.002063, 0.002222, 0.002487, 0.002645, 0.002698, 0.00291, 0.003121, 0.003333, 0.003545, 0.003862, 0.005555, 0.006719, 0.007724, 0.008835, 0.009682, 0.01074, 0.011533, 0.012433];1.3;8102.4;0.000317;0.012433;0.005046404;0.008936554;0.840198433;0.300045833;0.011148021
159;[2738.5, 2807.0, 0.6, 2.8, 5.6, 9.4, 14.5, 20.4, 26.7, 40.2, 56.5, 67.7, 88.9, 104.1, 124.8, 139.8, 160.2, 187.7, 230.2, 276.0, 323.5, 370.6, 434.4, 532.8, 624.5, 748.8, 961.1, 1206.0, 1479.3, 2226.0, 3352.1, 4310.7, 4732.2, 4743.1, 4768.5, 11.3];[0.015766, 0.018675, 0.000265, 0.000529, 0.000688, 0.000952, 0.001111, 0.001323, 0.001481, 0.001799, 0.002063, 0.002275, 0.002539, 0.002751, 0.002963, 0.003068, 0.003333, 0.003598, 0.004021, 0.004444, 0.004761, 0.005132, 0.005396, 0.006031, 0.00656, 0.007089, 0.007777, 0.008624, 0.009364, 0.010898, 0.013491, 0.016983, 0.020845, 0.024125, 0.031743, 0.000582];0.6;4768.5;0.000265;0.031743;0.00023061;0.043154698;0.034271585;3.675142237;1.09E-05
