experiment;temperature;pressure [Pa];uptake [mol/g]
10.1002adfm.201502069.Isotherm6;303;99965;0.968821
10.1002adfm.201502069.Isotherm6;303;100820;1.06996
10.1002adfm.201502069.Isotherm6;303;103960;1.13384
10.1002adfm.201502069.Isotherm6;303;107863;1.18707
10.1002adfm.201502069.Isotherm6;303;109827;1.22966
10.1002adfm.201502069.Isotherm6;303;111384;1.24563
10.1002adfm.201502069.Isotherm6;303;113725;1.27757
10.1002adfm.201502069.Isotherm6;303;115681;1.30951
10.1002adfm.201502069.Isotherm6;303;118710;1.2403
10.1002adfm.201502069.Isotherm6;303;122569;1.2403
10.1002adfm.201502069.Isotherm7;303;0;-0.005323
10.1002adfm.201502069.Isotherm7;303;3881.2;0.036918
10.1002adfm.201502069.Isotherm7;303;6593.7;0.047324
10.1002adfm.201502069.Isotherm7;303;8535;0.068444
10.1002adfm.201502069.Isotherm7;303;10473.4;0.078919
10.1002adfm.201502069.Isotherm7;303;12026.2;0.094751
10.1002adfm.201502069.Isotherm7;303;14741.7;0.115802
10.1002adfm.201502069.Isotherm7;303;16298.9;0.147603
10.1002adfm.201502069.Isotherm7;303;18244.6;0.184693
10.1002adfm.201502069.Isotherm7;303;20571.6;0.200456
10.1002adfm.201502069.Isotherm7;303;24452.7;0.237374
10.1002adfm.201502069.Isotherm7;303;26009.9;0.269175
10.1002adfm.201502069.Isotherm7;303;29106.6;0.268901
10.1002adfm.201502069.Isotherm7;303;31819.2;0.279306
10.1002adfm.201502069.Isotherm7;303;33763.4;0.311073
10.1002adfm.201502069.Isotherm7;303;36474.5;0.316156
10.1002adfm.201502069.Isotherm7;303;38415.8;0.337276
10.1002adfm.201502069.Isotherm7;303;41920.2;0.41149
10.1002adfm.201502069.Isotherm7;303;44640.1;0.448511
10.1002adfm.201502069.Isotherm7;303;48912.8;0.501364
10.1002adfm.201502069.Isotherm7;303;50467.1;0.522519
10.1002adfm.201502069.Isotherm7;303;52798.4;0.554251
10.1002adfm.201502069.Isotherm7;303;54349.7;0.56476
10.1002adfm.201502069.Isotherm7;303;55515.4;0.580626
10.1002adfm.201502069.Isotherm7;303;57443.5;0.553839
10.1002adfm.201502069.Isotherm7;303;60931.7;0.569499
10.1002adfm.201502069.Isotherm7;303;63258.6;0.585262
10.1002adfm.201502069.Isotherm7;303;64811.4;0.601094
10.1002adfm.201502069.Isotherm7;303;67138.3;0.616857
10.1002adfm.201502069.Isotherm7;303;69468.2;0.643266
10.1002adfm.201502069.Isotherm7;303;71038.6;0.722975
10.1002adfm.201502069.Isotherm7;303;73761.5;0.770642
10.1002adfm.201502069.Isotherm7;303;76872.9;0.823598
10.1002adfm.201502069.Isotherm7;303;81142.6;0.865805
10.1002adfm.201502069.Isotherm7;303;83471;0.886891
10.1002adfm.201502069.Isotherm7;303;85415.3;0.918658
10.1002adfm.201502069.Isotherm7;303;87723.1;0.865221
10.1002adfm.201502069.Isotherm7;303;90824.2;0.880915
10.1002adfm.201502069.Isotherm7;303;93536.8;0.891321
10.1002adfm.201502069.Isotherm7;303;95089.5;0.907153
10.1002adfm.201502069.Isotherm7;303;97029.4;0.92295
10.1002adfm.201502069.Isotherm7;303;99360.7;0.954683
10.1002adfm.201502069.Isotherm7;303;101717;1.07691
10.1002adfm.201502069.Isotherm7;303;103279;1.12468
10.1002adfm.201502069.Isotherm7;303;107164;1.17756
10.1002adfm.201502069.Isotherm7;303;109110;1.21465
10.1002adfm.201502069.Isotherm7;303;111440;1.24106
10.1002adfm.201502069.Isotherm7;303;112611;1.27822
10.1002adfm.201502069.Isotherm7;303;115688;1.20342
10.1002adfm.201502069.Isotherm7;303;119560;1.2084
10.1002adfm.201502069.Isotherm8;303;0;0
10.1002adfm.201502069.Isotherm8;303;1931.1;0.015798
10.1002adfm.201502069.Isotherm8;303;4636.4;0.031528
10.1002adfm.201502069.Isotherm8;303;6956.1;0.041968
10.1002adfm.201502069.Isotherm8;303;9660;0.063021
10.1002adfm.201502069.Isotherm8;303;11981.2;0.068139
10.1002adfm.201502069.Isotherm8;303;14299.4;0.083903
10.1002adfm.201502069.Isotherm8;303;15450.4;0.121063
10.1002adfm.201502069.Isotherm8;303;18538.4;0.152728
10.1002adfm.201502069.Isotherm8;303;20469.5;0.168526
10.1002adfm.201502069.Isotherm8;303;23173.4;0.189579
10.1002adfm.201502069.Isotherm8;303;24330.3;0.205446
10.1002adfm.201502069.Isotherm8;303;26264.4;0.210598
10.1002adfm.201502069.Isotherm8;303;28977;0.199711
10.1002adfm.201502069.Isotherm8;303;32072.4;0.204759
10.1002adfm.201502069.Isotherm8;303;34005;0.215234
10.1002adfm.201502069.Isotherm8;303;36326.2;0.220351
10.1002adfm.201502069.Isotherm8;303;37870.2;0.236184
10.1002adfm.201502069.Isotherm8;303;42119.5;0.267746
10.1002adfm.201502069.Isotherm8;303;46736.8;0.368477
10.1002adfm.201502069.Isotherm8;303;48274.9;0.405603
10.1002adfm.201502069.Isotherm8;303;49814.5;0.437406
10.1002adfm.201502069.Isotherm8;303;52129.8;0.463816
10.1002adfm.201502069.Isotherm8;303;54059.5;0.484938
10.1002adfm.201502069.Isotherm8;303;55987.6;0.511383
10.1002adfm.201502069.Isotherm8;303;57942.3;0.442008
10.1002adfm.201502069.Isotherm8;303;62587.6;0.441596
10.1002adfm.201502069.Isotherm8;303;66455.7;0.451899
10.1002adfm.201502069.Isotherm8;303;68776.9;0.457016
10.1002adfm.201502069.Isotherm8;303;70320.9;0.472849
10.1002adfm.201502069.Isotherm8;303;71863.4;0.494005
10.1002adfm.201502069.Isotherm8;303;74922;0.632136
10.1002adfm.201502069.Isotherm8;303;77229.9;0.685163
10.1002adfm.201502069.Isotherm8;303;80315;0.727475
10.1002adfm.201502069.Isotherm8;303;84561.4;0.769684
10.1002adfm.201502069.Isotherm8;303;86489.5;0.796129
10.1002adfm.201502069.Isotherm8;303;88032.1;0.817285
10.1002adfm.201502069.Isotherm8;303;91161.3;0.699897
10.1002adfm.201502069.Isotherm8;303;95033.9;0.69423
10.1002adfm.201502069.Isotherm8;303;98902;0.704533
10.1002adfm.201502069.Isotherm8;303;100836;0.709685
10.1002adfm.201502069.Isotherm8;303;102767;0.725483
10.1002adfm.201502069.Isotherm8;303;104313;0.735993
10.1002adfm.201502069.Isotherm8;303;106968;0.932715
10.1002adfm.201502069.Isotherm8;303;108884;1.00175
10.1002adfm.201502069.Isotherm8;303;112354;1.05467
10.1002adfm.201502069.Isotherm8;303;114282;1.08112
10.1002adfm.201502069.Isotherm8;303;116594;1.11817
10.1002adfm.201502069.Isotherm8;303;118522;1.14462
10.1002adfm.201502069.Isotherm9;303;0;0
10.1002adfm.201502069.Isotherm9;303;2334.4;0.015659
10.1002adfm.201502069.Isotherm9;303;5054.3;0.02062
10.1002adfm.201502069.Isotherm9;303;10104.1;0.025271
10.1002adfm.201502069.Isotherm9;303;13988.9;0.030078
10.1002adfm.201502069.Isotherm9;303;15933.6;0.040465
10.1002adfm.201502069.Isotherm9;303;17489.8;0.050904
10.1002adfm.201502069.Isotherm9;303;19830.2;0.087855
10.1002adfm.201502069.Isotherm9;303;24107.8;0.108579
10.1002adfm.201502069.Isotherm9;303;27608.7;0.129406
10.1002adfm.201502069.Isotherm9;303;29554.8;0.145116
10.1002adfm.201502069.Isotherm9;303;32279.1;0.166047
10.1002adfm.201502069.Isotherm9;303;33447;0.176537
10.1002adfm.201502069.Isotherm9;303;36541.9;0.13354
10.1002adfm.201502069.Isotherm9;303;37708.4;0.138708
10.1002adfm.201502069.Isotherm9;303;39263.2;0.143824
10.1002adfm.201502069.Isotherm9;303;40818;0.148941
10.1002adfm.201502069.Isotherm9;303;42762.6;0.159328
10.1002adfm.201502069.Isotherm9;303;45092.7;0.159018
10.1002adfm.201502069.Isotherm9;303;46648.9;0.169457
10.1002adfm.201502069.Isotherm9;303;47449.2;0.254522
10.1002adfm.201502069.Isotherm9;303;50175;0.280775
10.1002adfm.201502069.Isotherm9;303;54067.2;0.312196
10.1002adfm.201502069.Isotherm9;303;57957.9;0.338295
10.1002adfm.201502069.Isotherm9;303;59902.5;0.348682
10.1002adfm.201502069.Isotherm9;303;62237;0.364341
10.1002adfm.201502069.Isotherm9;303;64934.7;0.289457
10.1002adfm.201502069.Isotherm9;303;68431.2;0.294315
10.1002adfm.201502069.Isotherm9;303;70372.8;0.294057
10.1002adfm.201502069.Isotherm9;303;72707.3;0.309716
10.1002adfm.201502069.Isotherm9;303;74263.6;0.320155
10.1002adfm.201502069.Isotherm9;303;76206.7;0.32522
10.1002adfm.201502069.Isotherm9;303;78185.3;0.458036
10.1002adfm.201502069.Isotherm9;303;81303.8;0.500207
10.1002adfm.201502069.Isotherm9;303;84807.7;0.53168
10.1002adfm.201502069.Isotherm9;303;88311.6;0.563152
10.1002adfm.201502069.Isotherm9;303;91035.8;0.584083
10.1002adfm.201502069.Isotherm9;303;92595.1;0.605168
10.1002adfm.201502069.Isotherm9;303;94894.1;0.493075
10.1002adfm.201502069.Isotherm9;303;98774.5;0.481912
10.1002adfm.201502069.Isotherm9;303;102661;0.492041
10.1002adfm.201502069.Isotherm9;303;104995;0.5077
10.1002adfm.201502069.Isotherm9;303;106550;0.512817
10.1002adfm.201502069.Isotherm9;303;109271;0.523101
10.1002adfm.201502069.Isotherm9;303;111262;0.698501
10.1002adfm.201502069.Isotherm9;303;113605;0.746098
10.1002adfm.201502069.Isotherm9;303;117112;0.788217
10.1002adfm.201502069.Isotherm9;303;120616;0.81969
10.1002adma.200400946.Isotherm1;298;488372;0.0126419
10.1002adma.200400946.Isotherm1;298;795866;0.0283765
10.1002adma.200400946.Isotherm1;298;1049100;0.0292165
10.1002adma.200400946.Isotherm1;298;3002580;0.0993665
10.1002adma.200400946.Isotherm1;298;5896640;0.150928
10.1002adma.200400946.Isotherm1;298;6728680;0.170696
10.1002adma.200400946.Isotherm2;298;144703;0.00159896
10.1002adma.200400946.Isotherm2;298;289406;0.00633109
10.1002adma.200400946.Isotherm2;298;452196;0.010284
10.1002adma.200400946.Isotherm2;298;596899;0.0142328
10.1002adma.200400946.Isotherm2;298;741602;0.0181816
10.1002adma.200400946.Isotherm2;298;832041;0.0229016
10.1002adma.200400946.Isotherm2;298;940568;0.0244925
10.1002adma.200400946.Isotherm2;298;1103360;0.0276621
10.1002adma.200400946.Isotherm2;298;1248060;0.0323942
10.1002adma.200400946.Isotherm2;298;1392760;0.036343
10.1002adma.200400946.Isotherm2;298;1519380;0.0402878
10.1002adma.200400946.Isotherm2;298;1664080;0.0434534
10.1002adma.200400946.Isotherm2;298;1808790;0.0481855
10.1002adma.200400946.Isotherm2;298;1953490;0.0521343
10.1002adma.200400946.Isotherm2;298;2116280;0.0560872
10.1002adma.200400946.Isotherm2;298;2260980;0.060036
10.1002adma.200400946.Isotherm2;298;2387600;0.0647641
10.1002adma.200400946.Isotherm2;298;2532300;0.0687129
10.1002adma.200400946.Isotherm2;298;2695090;0.0726658
10.1002adma.200400946.Isotherm2;298;2839790;0.0766146
10.1002adma.200400946.Isotherm2;298;3020670;0.0813549
10.1002adma.200400946.Isotherm2;298;3165370;0.086087
10.1002adma.200400946.Isotherm2;298;3328170;0.0900399
10.1002adma.200400946.Isotherm2;298;3472870;0.0939887
10.1002adma.200400946.Isotherm2;298;3617570;0.0979375
10.1002adma.200400946.Isotherm2;298;3762270;0.10267
10.1002adma.200400946.Isotherm2;298;3925060;0.106623
10.1002adma.200400946.Isotherm2;298;4069770;0.110571
10.1002adma.200400946.Isotherm2;298;4196380;0.113733
10.1002adma.200400946.Isotherm2;298;4341090;0.118465
10.1002adma.200400946.Isotherm2;298;4485790;0.122414
10.1002adma.200400946.Isotherm2;298;4648580;0.126367
10.1002adma.200400946.Isotherm2;298;4793280;0.131099
10.1002adma.200400946.Isotherm2;298;4937980;0.134264
10.1002adma.200400946.Isotherm2;298;5082690;0.138213
10.1002adma.200400946.Isotherm2;298;5227390;0.142945
10.1002adma.200400946.Isotherm2;298;5372090;0.146894
10.1002adma.200400946.Isotherm2;298;5534880;0.150847
10.1002adma.200400946.Isotherm2;298;5679590;0.155579
10.1002adma.200400946.Isotherm2;298;5824290;0.158745
10.1002adma.200400946.Isotherm2;298;5932820;0.161902
10.1002adma.200400946.Isotherm2;298;6077520;0.166634
10.1002adma.200400946.Isotherm2;298;6222220;0.170583
10.1002adma.200400946.Isotherm2;298;6385010;0.175319
10.1002adma.200400946.Isotherm2;298;6529720;0.179268
10.1002adma.200400946.Isotherm2;298;6692510;0.183221
10.1002adma.200400946.Isotherm2;298;6837210;0.187953
10.1002adma.200400946.Isotherm3;77;25906.7;0.0103627
10.1002adma.200400946.Isotherm3;77;181347;1.19171
10.1002adma.200400946.Isotherm3;77;233161;1.36788
10.1002adma.200400946.Isotherm3;77;388601;1.4715
10.1002adma.200400946.Isotherm3;77;958549;1.58549
10.1002adma.200400946.Isotherm3;77;1878240;1.68912
10.1002adma.200400946.Isotherm3;77;4196890;1.51295
10.1002adma.200400946.Isotherm3;77;4378240;1.62176
10.1002adma.200400946.Isotherm4;77;12953.4;0.0621762
10.1002adma.200400946.Isotherm4;77;25906.7;0.0103627
10.1002adma.200400946.Isotherm4;77;38860.1;0.663212
10.1002adma.200400946.Isotherm4;77;51813.5;0.823834
10.1002adma.200400946.Isotherm4;77;77720.2;0.911917
10.1002adma.200400946.Isotherm4;77;90673.6;0.974093
10.1002adma.200400946.Isotherm4;77;129534;1.04145
10.1002adma.200400946.Isotherm4;77;142487;1.1399
10.1002adma.200400946.Isotherm4;77;168394;1.21762
10.1002adma.200400946.Isotherm4;77;207254;1.26425
10.1002adma.200400946.Isotherm4;77;246114;1.31606
10.1002adma.200400946.Isotherm4;77;272021;1.35751
10.1002adma.200400946.Isotherm4;77;336788;1.40415
10.1002adma.200400946.Isotherm4;77;401554;1.4456
10.1002adma.200400946.Isotherm4;77;505181;1.47668
10.1002adma.200400946.Isotherm4;77;595855;1.50259
10.1002adma.200400946.Isotherm4;77;712435;1.5285
10.1002adma.200400946.Isotherm4;77;829016;1.54404
10.1002adma.200400946.Isotherm4;77;932642;1.56477
10.1002adma.200400946.Isotherm4;77;971503;1.56995
10.1002adma.200400946.Isotherm4;77;1049220;1.56477
10.1002adma.200400946.Isotherm4;77;1165800;1.57513
10.1002adma.200400946.Isotherm4;77;1295340;1.58031
10.1002adma.200400946.Isotherm4;77;1424870;1.58549
10.1002adma.200400946.Isotherm4;77;1541450;1.59067
10.1002adma.200400946.Isotherm4;77;1670980;1.59585
10.1002adma.200400946.Isotherm4;77;1800520;1.60104
10.1002adma.200400946.Isotherm4;77;1904150;1.60104
10.1002adma.200400946.Isotherm4;77;2033680;1.60622
10.1002adma.200400946.Isotherm4;77;2163210;1.60622
10.1002adma.200400946.Isotherm4;77;2292750;1.6114
10.1002adma.200400946.Isotherm4;77;2409330;1.6114
10.1002adma.200400946.Isotherm4;77;2538860;1.61658
10.1002adma.200400946.Isotherm4;77;2668390;1.61658
10.1002adma.200400946.Isotherm4;77;2797930;1.61658
10.1002adma.200400946.Isotherm4;77;2927460;1.61658
10.1002adma.200400946.Isotherm4;77;3056990;1.62176
10.1002adma.200400946.Isotherm4;77;3186530;1.62176
10.1002adma.200400946.Isotherm4;77;3316060;1.62176
10.1002adma.200400946.Isotherm4;77;3445600;1.62694
10.1002adma.200400946.Isotherm4;77;3575130;1.62694
10.1002adma.200400946.Isotherm4;77;3704660;1.62694
10.1002adma.200400946.Isotherm4;77;3834200;1.62694
10.1002adma.200400946.Isotherm4;77;3963730;1.62694
10.1002adma.200400946.Isotherm4;77;4093260;1.63212
10.1002adma.200400946.Isotherm4;77;4507770;1.63212
10.1002adma.200400946.Isotherm4;77;4637310;1.63212
10.1002adma.200400946.Isotherm4;77;4766840;1.63212
10.1002adma.200400946.Isotherm4;77;4896370;1.63212
10.1002adma.200601983.Isotherm1;196;302.147;40.613
10.1002adma.200601983.Isotherm1;196;604.294;73.5632
10.1002adma.200601983.Isotherm1;196;1208.59;126.437
10.1002adma.200601983.Isotherm1;196;2417.18;146.36
10.1002adma.200601983.Isotherm1;196;9970.85;151.724
10.1002adma.200601983.Isotherm1;196;20848.1;152.49
10.1002adma.200601983.Isotherm1;196;36257.6;154.023
10.1002adma.200601983.Isotherm1;196;50156.4;154.789
10.1002adma.200601983.Isotherm1;196;63753;155.556
10.1002adma.200601983.Isotherm1;196;77047.5;156.322
10.1002adma.200601983.Isotherm1;196;90946.3;157.088
10.1002adma.200601983.Isotherm1;196;102428;157.088
10.1002adma.200601983.Isotherm10;196;685.903;114.537
10.1002adma.200601983.Isotherm10;196;4286.89;154.185
10.1002adma.200601983.Isotherm10;196;21434.5;162.445
10.1002adma.200601983.Isotherm10;196;38925;162.445
10.1002adma.200601983.Isotherm10;196;50756.8;162.996
10.1002adma.200601983.Isotherm10;196;62760.1;164.097
10.1002adma.200601983.Isotherm10;196;75620.8;163.546
10.1002adma.200601983.Isotherm10;196;89853.3;162.996
10.1002adma.200601983.Isotherm10;196;99113;164.097
10.1002adma.200601983.Isotherm11;196;685.903;1.10132
10.1002adma.200601983.Isotherm11;196;6344.6;25.3304
10.1002adma.200601983.Isotherm11;196;17147.6;59.4714
10.1002adma.200601983.Isotherm11;196;34638.1;78.1938
10.1002adma.200601983.Isotherm11;196;47670.2;84.2511
10.1002adma.200601983.Isotherm11;196;62760.1;88.1057
10.1002adma.200601983.Isotherm11;196;76649.6;92.511
10.1002adma.200601983.Isotherm11;196;90024.8;94.7137
10.1002adma.200601983.Isotherm11;196;102885;98.0176
10.1002adma.200601983.Isotherm12;87;685.903;1.10132
10.1002adma.200601983.Isotherm12;87;6344.6;18.1718
10.1002adma.200601983.Isotherm12;87;21434.5;22.0264
10.1002adma.200601983.Isotherm12;87;36181.4;26.4317
10.1002adma.200601983.Isotherm12;87;46984.3;31.3877
10.1002adma.200601983.Isotherm12;87;61045.4;35.793
10.1002adma.200601983.Isotherm12;87;77678.5;41.2996
10.1002adma.200601983.Isotherm12;87;90024.8;44.6035
10.1002adma.200601983.Isotherm12;87;101171;47.3568
10.1002adma.200601983.Isotherm13;87;685.903;1.10132
10.1002adma.200601983.Isotherm13;87;7201.98;12.1145
10.1002adma.200601983.Isotherm13;87;21263;11.5639
10.1002adma.200601983.Isotherm13;87;35324;12.1145
10.1002adma.200601983.Isotherm13;87;48013.2;12.6652
10.1002adma.200601983.Isotherm13;87;62245.7;13.2159
10.1002adma.200601983.Isotherm13;87;76306.7;12.6652
10.1002adma.200601983.Isotherm13;87;89510.3;12.6652
10.1002adma.200601983.Isotherm13;87;101685;13.2159
10.1002adma.200601983.Isotherm14;87;78.4135;215.777
10.1002adma.200601983.Isotherm14;87;1368.44;265.661
10.1002adma.200601983.Isotherm14;87;5747.79;316.705
10.1002adma.200601983.Isotherm14;87;13391;349.188
10.1002adma.200601983.Isotherm14;87;24304;379.35
10.1002adma.200601983.Isotherm14;87;38664.2;395.592
10.1002adma.200601983.Isotherm14;87;49021.9;397.912
10.1002adma.200601983.Isotherm14;87;59015.4;397.912
10.1002adma.200601983.Isotherm14;87;65558.7;403.712
10.1002adma.200601983.Isotherm14;87;71195.6;415.313
10.1002adma.200601983.Isotherm15;87;815.753;244.78
10.1002adma.200601983.Isotherm15;87;2094.4;263.341
10.1002adma.200601983.Isotherm15;87;9383.05;320.186
10.1002adma.200601983.Isotherm15;87;14477;337.587
10.1002adma.200601983.Isotherm15;87;23933.4;359.629
10.1002adma.200601983.Isotherm15;87;38109.8;370.07
10.1002adma.200601983.Isotherm15;87;48650.1;374.71
10.1002adma.200601983.Isotherm15;87;57372.1;375.87
10.1002adma.200601983.Isotherm15;87;70637;378.19
10.1002adma.200601983.Isotherm15;87;85719.4;381.671
10.1002adma.200601983.Isotherm15;87;100256;383.991
10.1002adma.200601983.Isotherm16;196;381.528;49.884
10.1002adma.200601983.Isotherm16;196;1854.94;104.408
10.1002adma.200601983.Isotherm16;196;6234.71;156.613
10.1002adma.200601983.Isotherm16;196;12063.4;196.056
10.1002adma.200601983.Isotherm16;196;20975.6;220.418
10.1002adma.200601983.Isotherm16;196;34980;257.541
10.1002adma.200601983.Isotherm16;196;48794.7;272.622
10.1002adma.200601983.Isotherm16;196;60609;283.063
10.1002adma.200601983.Isotherm16;196;84598;295.824
10.1002adma.200601983.Isotherm16;196;94593.6;301.624
10.1002adma.200601983.Isotherm17;87;222.171;111.369
10.1002adma.200601983.Isotherm17;87;2072.9;204.176
10.1002adma.200601983.Isotherm17;87;11715.2;237.819
10.1002adma.200601983.Isotherm17;87;22623.5;255.22
10.1002adma.200601983.Isotherm17;87;35346.8;266.821
10.1002adma.200601983.Isotherm17;87;48614.2;276.102
10.1002adma.200601983.Isotherm17;87;62789.8;284.223
10.1002adma.200601983.Isotherm17;87;78054.7;290.023
10.1002adma.200601983.Isotherm17;87;89321.4;293.503
10.1002adma.200601983.Isotherm17;87;97680.8;296.984
10.1002adma.200601983.Isotherm18;196;2557.71;38.2831
10.1002adma.200601983.Isotherm18;196;6926.1;59.1647
10.1002adma.200601983.Isotherm18;196;17474.8;87.007
10.1002adma.200601983.Isotherm18;196;31108.2;103.248
10.1002adma.200601983.Isotherm18;196;46195.6;120.65
10.1002adma.200601983.Isotherm18;196;60916.7;129.93
10.1002adma.200601983.Isotherm18;196;74367.6;143.852
10.1002adma.200601983.Isotherm18;196;87997.2;149.652
10.1002adma.200601983.Isotherm18;196;102354;156.613
10.1002adma.200601983.Isotherm19;298;848.082;0.433761
10.1002adma.200601983.Isotherm19;298;9024.5;9.74942
10.1002adma.200601983.Isotherm19;298;22936.3;17.3393
10.1002adma.200601983.Isotherm19;298;35986.1;22.4391
10.1002adma.200601983.Isotherm19;298;51067.9;28.0821
10.1002adma.200601983.Isotherm19;298;62921.3;31.2327
10.1002adma.200601983.Isotherm19;298;74776.9;34.7079
10.1002adma.200601983.Isotherm19;298;90181.4;38.0785
10.1002adma.200601983.Isotherm19;298;104909;41.3402
10.1002adma.200601983.Isotherm2;87;0;103.448
10.1002adma.200601983.Isotherm2;87;3323.62;121.839
10.1002adma.200601983.Isotherm2;87;9668.7;131.034
10.1002adma.200601983.Isotherm2;87;21452.4;133.333
10.1002adma.200601983.Isotherm2;87;34746.9;134.866
10.1002adma.200601983.Isotherm2;87;49250;136.398
10.1002adma.200601983.Isotherm2;87;63148.7;139.464
10.1002adma.200601983.Isotherm20;298;848.082;0.433761
10.1002adma.200601983.Isotherm20;298;9831.61;4.12253
10.1002adma.200601983.Isotherm20;298;23376.8;7.49125
10.1002adma.200601983.Isotherm20;298;36580.2;10.3185
10.1002adma.200601983.Isotherm20;298;50290;13.038
10.1002adma.200601983.Isotherm20;298;62982.7;15.3236
10.1002adma.200601983.Isotherm20;298;76859.4;17.7187
10.1002adma.200601983.Isotherm20;298;89382.3;19.8959
10.1002adma.200601983.Isotherm20;298;103257;21.9662
10.1002adma.200601983.Isotherm3;87;1812.88;9.96169
10.1002adma.200601983.Isotherm3;87;6647.23;9.1954
10.1002adma.200601983.Isotherm3;87;21452.4;9.1954
10.1002adma.200601983.Isotherm3;87;35955.5;9.96169
10.1002adma.200601983.Isotherm3;87;48947.8;9.96169
10.1002adma.200601983.Isotherm3;87;62242.3;9.96169
10.1002adma.200601983.Isotherm3;87;76443.2;9.96169
10.1002adma.200601983.Isotherm3;87;88831.2;9.96169
10.1002adma.200601983.Isotherm3;87;99104.2;11.4943
10.1002adma.200601983.Isotherm4;87;3021.47;7.66284
10.1002adma.200601983.Isotherm4;87;8157.97;8.42912
10.1002adma.200601983.Isotherm4;87;21754.6;9.1954
10.1002adma.200601983.Isotherm4;87;50458.6;9.96169
10.1002adma.200601983.Isotherm4;87;75838.9;9.96169
10.1002adma.200601983.Isotherm4;87;89435.5;9.96169
10.1002adma.200601983.Isotherm4;87;99104.2;9.96169
10.1002adma.200601983.Isotherm5;196;8732.89;3.06513
10.1002adma.200601983.Isotherm5;196;22592.4;3.06513
10.1002adma.200601983.Isotherm5;196;35245.6;3.83142
10.1002adma.200601983.Isotherm5;196;48802.6;4.5977
10.1002adma.200601983.Isotherm5;196;76521.6;4.5977
10.1002adma.200601983.Isotherm5;196;89777.4;5.36398
10.1002adma.200601983.Isotherm5;196;101829;5.36398
10.1002adma.200601983.Isotherm6;298;2517;5.91277
