experiment;temperature;pressure [Pa];uptake [mol/g]
10.1002adfm.200600944.Isotherm18;28;15942.9;0.003125
10.1002adfm.200600944.Isotherm18;28;17284.8;0.003203
10.1002adfm.200600944.Isotherm18;28;19121.9;0.003312
10.1002adfm.200600944.Isotherm19;28;20316.5;0.003406
10.1002adfm.200600944.Isotherm19;28;22026.5;0.003484
10.1002adfm.200600944.Isotherm19;28;23880.1;0.003578
10.1002adfm.200600944.Isotherm19;28;26418;0.00375
10.1002adfm.200600944.Isotherm19;28;28641.2;0.003859
10.1002adfm.200600944.Isotherm19;28;29822;0.003969
10.1002adfm.200600944.Isotherm19;28;32331.6;0.004078
10.1002adfm.200600944.Isotherm19;28;33664.5;0.004188
10.1002adfm.200600944.Isotherm19;28;34351.5;0.004266
10.1002adfm.200600944.Isotherm19;28;37246;0.004375
10.1002adfm.200600944.Isotherm19;28;39572.9;0.004484
10.1002adfm.200600944.Isotherm19;28;42903.1;0.004719
10.1002adfm.200600944.Isotherm19;28;45583.5;0.004844
10.1002adfm.200600944.Isotherm19;28;47462.7;0.004969
10.1002adfm.200600944.Isotherm19;28;48431.2;0.005063
10.1002adfm.200600944.Isotherm2;28;50427.9;0.005156
10.1002adfm.200600944.Isotherm2;28;51456.9;0.005266
10.1002adfm.200600944.Isotherm2;28;53578.3;0.005359
10.1002adfm.200600944.Isotherm2;28;55787.2;0.0055
10.1002adfm.200600944.Isotherm2;28;58087.2;0.005609
10.1002adfm.200600944.Isotherm2;28;59272.5;0.00575
10.1002adfm.200600944.Isotherm2;28;60481.9;0.005875
10.1002adfm.200600944.Isotherm2;28;62975.4;0.005969
10.1002adfm.200600944.Isotherm2;28;64260.5;0.006109
10.1002adfm.200600944.Isotherm2;28;66909.8;0.006375
10.1002adfm.200600944.Isotherm2;28;69668.3;0.006516
10.1002adfm.200600944.Isotherm2;28;71089.9;0.006641
10.1002adfm.200600944.Isotherm2;28;72540.5;0.006797
10.1002adfm.200600944.Isotherm2;28;74020.7;0.006906
10.1002adfm.200600944.Isotherm2;29;4.80E+00;0.000125
10.1002adfm.200600944.Isotherm2;29;15.3;0.00025
10.1002adfm.200600944.Isotherm2;29;29.8;0.000375
10.1002adfm.200600944.Isotherm2;29;47.4;0.0005
10.1002adfm.200600944.Isotherm2;29;72.4;0.000625
10.1002adfm.200600944.Isotherm2;29;104.2;0.00075
10.1002adfm.200600944.Isotherm2;29;144;0.000891
10.1002adfm.200600944.Isotherm2;29;198.9;0.001016
10.1002adfm.200600944.Isotherm2;29;269.3;0.001141
10.1002adfm.200600944.Isotherm2;29;364.7;0.001266
10.1002adfm.200600944.Isotherm2;29;437.4;0.001344
10.1002adfm.200600944.Isotherm2;29;524.6;0.001406
10.1002adfm.200600944.Isotherm2;29;642;0.0015
10.1002adfm.200600944.Isotherm2;29;770.1;0.001563
10.1002adfm.200600944.Isotherm2;29;905.1;0.001625
10.1002adfm.200600944.Isotherm2;29;1250.5;0.001719
10.1002adfm.200600944.Isotherm2;29;1626.1;0.001813
10.1002adfm.200600944.Isotherm2;29;2030.7;0.001891
10.1002adfm.200600944.Isotherm2;29;2536.1;0.001969
10.1002adfm.200600944.Isotherm2;29;3167.2;0.002016
10.1002adfm.200600944.Isotherm2;29;3798.7;0.002063
10.1002adfm.200600944.Isotherm2;29;4465.1;0.002125
10.1002adfm.200600944.Isotherm20;29;5143.3;0.002156
10.1002adfm.200600944.Isotherm20;29;6168.9;0.002219
10.1002adfm.200600944.Isotherm20;29;7549.9;0.002297
10.1002adfm.200600944.Isotherm20;29;8874.3;0.002344
10.1002adfm.200600944.Isotherm20;29;10017.8;0.002406
10.1002adfm.200600944.Isotherm20;29;11308.7;0.002453
10.1002adfm.200600944.Isotherm20;29;12766.1;0.0025
10.1002adfm.200600944.Isotherm20;29;13840.4;0.002547
10.1002adfm.200600944.Isotherm20;29;15311.5;0.002594
10.1002adfm.200600944.Isotherm20;29;16600.2;0.002625
10.1002adfm.200600944.Isotherm20;29;17997.4;0.002672
10.1002adfm.200600944.Isotherm20;29;19121.9;0.002734
10.1002adfm.200600944.Isotherm20;29;20731.1;0.002781
10.1002adfm.200600944.Isotherm20;29;22475.9;0.002844
10.1002adfm.200600944.Isotherm20;29;23402.5;0.002891
10.1002adfm.200600944.Isotherm20;29;25372;0.002938
10.1002adfm.200600944.Isotherm20;29;25889.7;0.002953
10.1002adfm.200600944.Isotherm20;29;26957;0.002984
10.1002adfm.200600944.Isotherm21;29;28068.4;0.003016
10.1002adfm.200600944.Isotherm21;29;30430.5;0.003078
10.1002adfm.200600944.Isotherm21;29;32331.6;0.003156
10.1002adfm.200600944.Isotherm21;29;34351.5;0.003219
10.1002adfm.200600944.Isotherm21;29;36501.2;0.003281
10.1002adfm.200600944.Isotherm21;29;38781.6;0.003359
10.1002adfm.200600944.Isotherm21;29;40380.4;0.003422
10.1002adfm.200600944.Isotherm21;29;42903.1;0.003484
10.1002adfm.200600944.Isotherm21;29;45583.5;0.003594
10.1002adfm.200600944.Isotherm21;29;48431.2;0.003672
10.1002adfm.200600944.Isotherm21;29;51456.9;0.003781
10.1002adfm.200600944.Isotherm21;29;54671.6;0.003891
10.1002adfm.200600944.Isotherm22;29;59272.5;0.004
10.1002adfm.200600944.Isotherm22;29;62975.4;0.004125
10.1002adfm.200600944.Isotherm22;29;65571.7;0.004219
10.1002adfm.200600944.Isotherm22;29;68275.1;0.004328
10.1002adfm.200600944.Isotherm22;29;72540.5;0.004437
10.1002adfm.200600944.Isotherm22;29;77072.4;0.004562
10.1002adfm.200600944.Isotherm22;29;78645.1;0.004672
10.1002adfm.200600944.Isotherm22;29;81887.4;0.004781
10.1002adfm.200600944.Isotherm22;29;87003.2;0.004906
10.1002adfm.200600944.Isotherm22;29;88778.5;0.005031
10.1002adfm.200600944.Isotherm22;29;92438.6;0.005156
10.1002adfm.200600944.Isotherm22;29;96249.6;0.005297
10.1002adfm.200600944.Isotherm23;29;100228;0.005422
10.1002adfm.200600944.Isotherm23;29;102273;0.005547
10.1002adfm.200600944.Isotherm23;29;106489;0.005703
10.1002adfm.200600944.Isotherm23;29;110880;0.005828
10.1002adfm.200600944.Isotherm23;31;14.4;0.000141
10.1002adfm.200600944.Isotherm23;31;50.4;0.000297
10.1002adfm.200600944.Isotherm24;31;102.1;0.000453
10.1002adfm.200600944.Isotherm24;31;165.9;0.000594
10.1002adfm.200600944.Isotherm24;31;253.5;0.000719
10.1002adfm.200600944.Isotherm24;31;357.4;0.000875
10.1002adfm.200600944.Isotherm24;31;483.9;0.000984
10.1002adfm.200600944.Isotherm24;31;642;0.001109
10.1002adfm.200600944.Isotherm24;31;834.9;0.001219
10.1002adfm.200600944.Isotherm24;31;1063.9;0.001297
10.1002adfm.200600944.Isotherm24;31;1302.1;0.001391
10.1002adfm.200600944.Isotherm24;31;1530.5;0.001453
10.1002adfm.200600944.Isotherm24;31;2114.5;0.001563
10.1002adfm.200600944.Isotherm24;31;2640.7;0.001656
10.1002adfm.200600944.Isotherm25;31;3297.8;0.001719
10.1002adfm.200600944.Isotherm25;31;4202.5;0.001797
10.1002adfm.200600944.Isotherm25;31;5248.3;0.001875
10.1002adfm.200600944.Isotherm25;31;6294.7;0.001937
10.1002adfm.200600944.Isotherm25;31;7549.9;0.001984
10.1002adfm.200600944.Isotherm25;31;8696.8;0.002031
10.1002adfm.200600944.Isotherm25;31;9817.5;0.002078
10.1002adfm.200600944.Isotherm25;31;10861;0.002094
10.1002adfm.200600944.Isotherm25;31;11539.6;0.002125
10.1002adfm.200600944.Isotherm25;31;12510.7;0.002156
10.1002adfm.200600944.Isotherm25;31;13292.4;0.002188
10.1002adfm.200600944.Isotherm25;31;13840.4;0.002188
10.1002adfm.200600944.Isotherm26;31;15624.1;0.00225
10.1002adfm.200600944.Isotherm26;31;16268.2;0.002266
10.1002adfm.200600944.Isotherm26;31;17284.8;0.002281
10.1002adfm.200600944.Isotherm26;31;18739.3;0.002328
10.1002adfm.200600944.Isotherm26;31;19512.1;0.002344
10.1002adfm.200600944.Isotherm26;31;21154.3;0.002375
10.1002adfm.200600944.Isotherm26;31;22475.9;0.002406
10.1002adfm.200600944.Isotherm26;31;23880.1;0.002422
10.1002adfm.200600944.Isotherm26;31;25889.7;0.002453
10.1002adfm.200600944.Isotherm26;31;26957;0.002469
10.1002adfm.200600944.Isotherm26;31;28068.4;0.0025
10.1002adfm.200600944.Isotherm26;31;30430.5;0.002531
10.1002adfm.200600944.Isotherm26;31;33664.5;0.002563
10.1002adfm.200600944.Isotherm26;31;34351.5;0.002578
10.1002adfm.200600944.Isotherm26;31;36501.2;0.002641
10.1002adfm.200600944.Isotherm26;31;38781.6;0.002672
10.1002adfm.200600944.Isotherm26;31;41204.4;0.002719
10.1002adfm.200600944.Isotherm26;31;43778.6;0.002766
10.1002adfm.200600944.Isotherm26;31;47462.7;0.002797
10.1002adfm.200600944.Isotherm26;31;49419.5;0.002828
10.1002adfm.200600944.Isotherm26;31;51456.9;0.002875
10.1002adfm.200600944.Isotherm26;31;54671.6;0.002922
10.1002adfm.200600944.Isotherm26;31;58087.2;0.002984
10.1002adfm.200600944.Isotherm26;31;61716.1;0.003031
10.1002adfm.200600944.Isotherm26;31;64260.5;0.003094
10.1002adfm.200600944.Isotherm26;31;68275.1;0.003156
10.1002adfm.200600944.Isotherm26;31;74020.7;0.00325
10.1002adfm.200600944.Isotherm26;31;77072.4;0.003328
10.1002adfm.200600944.Isotherm26;31;83558.3;0.003406
10.1002adfm.200600944.Isotherm26;31;92438.6;0.0035
10.1002adfm.200600944.Isotherm26;31;94324.9;0.003578
10.1002adfm.200600944.Isotherm26;31;102273;0.003703
10.1002adfm.200600944.Isotherm26;31;108662;0.003828
10.1002adfm.200600944.Isotherm26;31;115451;0.003953
10.1002adfm.200600944.Isotherm26;31;120211;0.004016
10.1002adfm.200600944.Isotherm26;31;125166;0.004109
10.1002adfm.200600944.Isotherm26;31;130327;0.00425
10.1002adfm.200600944.Isotherm26;41;51.4;6.30E-05
10.1002adfm.200600944.Isotherm26;41;127.5;0.000141
10.1002adfm.200600944.Isotherm26;41;215.7;0.000172
10.1002adfm.200600944.Isotherm26;41;310.2;0.000234
10.1002adfm.200600944.Isotherm26;41;403.4;0.000297
10.1002adfm.200600944.Isotherm26;41;503.8;0.000344
10.1002adfm.200600944.Isotherm26;41;616.6;0.000375
10.1002adfm.200600944.Isotherm26;41;682.2;0.000406
10.1002adfm.200600944.Isotherm26;41;818.2;0.000453
10.1002adfm.200600944.Isotherm26;41;923.6;0.000484
10.1002adfm.200600944.Isotherm26;41;1001.3;0.000531
10.1002adfm.200600944.Isotherm26;41;1130.4;0.000562
10.1002adfm.200600944.Isotherm26;41;1201;0.000594
10.1002adfm.200600944.Isotherm26;41;1302.1;0.000578
10.1002adfm.200600944.Isotherm26;41;1411.7;0.000641
10.1002adfm.200600944.Isotherm26;41;1440.5;0.000672
10.1002adfm.200600944.Isotherm26;41;1499.9;0.000672
10.1002adfm.200600944.Isotherm26;41;1561.7;0.000687
10.1002adfm.200600944.Isotherm26;77;1988170;0.099757
10.1002adfm.200600944.Isotherm26;77;2958580;0.158969
10.1002adfm.200600944.Isotherm26;77;3976330;0.205738
10.1002adfm.200600944.Isotherm26;77;4970410;0.244206
10.1002adfm.200600944.Isotherm27;77;5964500;0.282673
10.1002adfm.200600944.Isotherm27;77;6982250;0.321143
10.1002adfm.200600944.Isotherm27;77;7952660;0.367907
10.1002adfm.200600944.Isotherm27;77;8946750;0.40845
10.1002adfm.200600944.Isotherm27;77;9727810;0.453123
10.1002adfm.200600944.Isotherm27;77;1491120;0.063407
10.1002adfm.200600944.Isotherm27;77;2532540;0.121588
10.1002adfm.200600944.Isotherm27;77;3502960;0.166278
10.1002adfm.200600944.Isotherm27;77;4497040;0.21097
10.1002adfm.200600944.Isotherm27;77;5491120;0.244251
10.1002adfm.200600944.Isotherm27;77;6461540;0.259895
10.1002adfm.200600944.Isotherm27;77;7502960;0.292142
10.1002adfm.200600944.Isotherm27;77;8473370;0.325421
10.1002adfm.200600944.Isotherm27;77;9467460;0.348329
10.1002adfm.200600944.Isotherm27;77;970414;0.036391
10.1002adfm.200600944.Isotherm27;77;2011830;0.072788
10.1002adfm.200600944.Isotherm27;77;2982250;0.107104
10.1002adfm.200600944.Isotherm27;77;3976330;0.137273
10.1002adfm.200600944.Isotherm27;77;4970410;0.169517
10.1002adfm.200600944.Isotherm27;77;5964500;0.196574
10.1002adfm.200600944.Isotherm27;77;6982250;0.223633
10.1002adfm.200600944.Isotherm27;77;7952660;0.245501
10.1002adfm.200600944.Isotherm27;77;8970410;0.270485
10.1002adfm.200600944.Isotherm27;77;9751480;0.285075
10.1002adfm.200600944.Isotherm27;77;2485210;0.092538
10.1002adfm.200600944.Isotherm27;77;3479290;0.126857
10.1002adfm.200600944.Isotherm27;77;4473370;0.155988
10.1002adfm.200600944.Isotherm27;77;5491120;0.185122
10.1002adfm.200600944.Isotherm27;77;6461540;0.209065
10.1002adfm.200600944.Isotherm27;77;7479290;0.231974
10.1002adfm.200600944.Isotherm27;77;8473370;0.250732
10.1002adfm.200600944.Isotherm27;77;9443790;0.266377
10.1002adfm.200600944.Isotherm27;77;1467460;0.046807
10.1002adfm.200600944.Isotherm27;77;2485210;0.076978
10.1002adfm.200600944.Isotherm27;77;3479290;0.10611
10.1002adfm.200600944.Isotherm27;77;4497040;0.134206
10.1002adfm.200600944.Isotherm27;77;5491120;0.159188
10.1002adfm.200600944.Isotherm27;77;6485210;0.181059
10.1002adfm.200600944.Isotherm27;77;7455620;0.202927
10.1002adfm.200600944.Isotherm27;77;8473370;0.223762
10.1002adfm.200600944.Isotherm27;77;9443790;0.24148
10.1002adfm.200600944.Isotherm27;77;843882;0.001358
10.1002adfm.200600944.Isotherm27;77;2109700;0.002755
10.1002adfm.200600944.Isotherm27;77;4219410;0.003887
10.1002adfm.200600944.Isotherm27;77;9071730;0.005925
10.1002adfm.200600944.Isotherm27;77;12025300;0.006906
10.1002adfm.200600944.Isotherm27;77;16033800;0.007887
10.1002adfm.200600944.Isotherm27;77;20042200;0.008717
10.1002adfm.200600944.Isotherm27;77;24261600;0.009509
10.1002adfm.200600944.Isotherm27;77;28481000;0.010189
10.1002adfm.200600944.Isotherm27;77;33122400;0.010793
10.1002adfm.200600944.Isotherm27;77;38185700;0.011472
10.1002adfm.200600944.Isotherm27;77;44092800;0.012075
10.1002adfm.200600944.Isotherm27;77;50632900;0.012679
10.1002adfm.200600944.Isotherm27;77;56962000;0.013208
10.1002adfm.200600944.Isotherm27;77;60970500;0.013509
10.1002adfm.200600944.Isotherm27;77;63291100;0.013736
10.1002adfm.200600944.Isotherm27;77;65822800;0.013849
10.1002adfm.200600944.Isotherm27;77;69198300;0.014151
10.1002adfm.200600944.Isotherm27;77;71940900;0.014264
10.1002adfm.200600944.Isotherm27;77;74050600;0.014415
10.1002adfm.200600944.Isotherm27;77;78270000;0.014679
10.1002adfm.200600944.Isotherm27;298;510638;0.000217
10.1002adfm.200600944.Isotherm28;298;995745;0.000449
10.1002adfm.200600944.Isotherm28;298;1480850;0.000682
10.1002adfm.200600944.Isotherm28;298;2017020;0.00093
10.1002adfm.200600944.Isotherm28;298;2502130;0.001131
10.1002adfm.200600944.Isotherm28;298;3012770;0.001348
10.1002adfm.200600944.Isotherm28;298;3497870;0.00155
10.1002adfm.200600944.Isotherm28;298;4008510;0.001767
10.1002adfm.200600944.Isotherm28;298;4519150;0.001953
10.1002adfm.200600944.Isotherm28;298;5004260;0.002123
10.1002adfm.200600944.Isotherm28;298;5514890;0.002325
10.1002adfm.200600944.Isotherm28;298;6000000;0.002465
10.1002adfm.200600944.Isotherm28;298;6510640;0.002635
10.1002adfm.200600944.Isotherm28;298;6970210;0.002837
10.1002adfm.200600944.Isotherm28;298;7506380;0.002977
10.1002adfm.200600944.Isotherm28;298;8017020;0.003147
10.1002adfm.200600944.Isotherm28;298;8502130;0.003256
10.1002adfm.200600944.Isotherm28;298;8987230;0.003411
10.1002adfm.200600944.Isotherm28;298;9472340;0.00352
10.1002adfm.200600944.Isotherm28;298;9778720;0.00352
10.1002adfm.200600944.Isotherm28;77;210970;0.000943
10.1002adfm.200600944.Isotherm28;77;843882;0.002075
10.1002adfm.200600944.Isotherm28;77;2109700;0.003094
10.1002adfm.200600944.Isotherm28;77;3375530;0.004038
10.1002adfm.200600944.Isotherm28;77;5485230;0.004943
10.1002adfm.200600944.Isotherm28;77;6962030;0.00566
10.1002adfm.200600944.Isotherm28;77;8860760;0.006264
10.1002adfm.200600944.Isotherm28;77;11181400;0.006981
10.1002adfm.200600944.Isotherm28;77;13713100;0.00766
10.1002adfm.200600944.Isotherm28;77;16666700;0.008302
10.1002adfm.200600944.Isotherm28;77;20042200;0.008906
10.1002adfm.200600944.Isotherm28;77;23628700;0.009509
10.1002adfm.200600944.Isotherm28;77;27426200;0.010075
10.1002adfm.200600944.Isotherm28;77;32278500;0.010679
10.1002adfm.200600944.Isotherm28;77;37130800;0.011245
10.1002adfm.200600944.Isotherm28;77;41983100;0.011736
10.1002adfm.200600944.Isotherm28;77;47679300;0.012226
10.1002adfm.200600944.Isotherm28;77;54641400;0.012717
10.1002adfm.200600944.Isotherm28;77;60759500;0.013132
10.1002adfm.200600944.Isotherm28;77;67299600;0.013623
10.1002adfm.200600944.Isotherm28;77;73628700;0.013962
10.1002adfm.200600944.Isotherm28;77;78481000;0.014528
10.1002adfm.200600944.Isotherm28;77;3375530;0.00317
10.1002adfm.200600944.Isotherm28;77;5485230;0.004151
10.1002adfm.200600944.Isotherm28;77;7594940;0.004906
10.1002adfm.200600944.Isotherm28;77;10126600;0.005698
10.1002adfm.200600944.Isotherm28;77;13080200;0.006491
10.1002adfm.200600944.Isotherm28;77;16666700;0.007283
10.1002adfm.200600944.Isotherm28;77;20042200;0.007849
10.1002adfm.200600944.Isotherm28;77;23839700;0.008528
10.1002adfm.200600944.Isotherm28;77;27637100;0.009019
10.1002adfm.200600944.Isotherm28;77;32700400;0.00966
10.1002adfm.200600944.Isotherm28;77;37763700;0.010264
10.1002adfm.200600944.Isotherm28;77;43038000;0.010755
10.1002adfm.200600944.Isotherm28;77;48523200;0.011283
10.1002adfm.200600944.Isotherm28;77;54008400;0.011774
10.1002adfm.200600944.Isotherm28;77;59493700;0.012189
10.1002adfm.200600944.Isotherm28;77;64767900;0.012491
10.1002adfm.200600944.Isotherm28;77;69831200;0.012793
10.1002adfm.200600944.Isotherm28;77;76160300;0.013208
10.1002adfm.200600944.Isotherm28;77;78059100;0.014
10.1002adfm.200600944.Isotherm28;77;78270000;0.013321
10.1002adfm.200600944.Isotherm28;77;1687760;0.002302
10.1002adfm.200600944.Isotherm28;77;2742620;0.003245
10.1002adfm.200600944.Isotherm29;77;4641350;0.004226
10.1002adfm.200600944.Isotherm29;77;7173000;0.005094
10.1002adfm.200600944.Isotherm29;77;9704640;0.005925
10.1002adfm.200600944.Isotherm29;77;12025300;0.006528
10.1002adfm.200600944.Isotherm29;77;15400800;0.007283
10.1002adfm.200600944.Isotherm29;77;18987300;0.007925
10.1002adfm.200600944.Isotherm29;77;22573800;0.008491
10.1002adfm.200600944.Isotherm29;77;27004200;0.009132
10.1002adfm.200600944.Isotherm29;77;31223600;0.00966
10.1002adfm.200600944.Isotherm29;77;36075900;0.010151
10.1002adfm.200600944.Isotherm29;77;41772200;0.010641
10.1002adfm.200600944.Isotherm29;77;45569600;0.010981
10.1002adfm.200600944.Isotherm29;77;51265800;0.011434
10.1002adfm.200600944.Isotherm29;77;57173000;0.011811
10.1002adfm.200600944.Isotherm29;77;63502100;0.012226
10.1002adfm.200600944.Isotherm29;77;69831200;0.012566
10.1002adfm.200600944.Isotherm29;77;75316500;0.012868
10.1002adfm.200600944.Isotherm3;77;78270000;0.013472
10.1002adfm.200600944.Isotherm3;77;421941;0.001094
10.1002adfm.200600944.Isotherm3;77;1476790;0.002113
10.1002adfm.200600944.Isotherm3;77;2953590;0.003094
10.1002adfm.200600944.Isotherm3;77;4852320;0.003962
10.1002adfm.200600944.Isotherm3;77;6962030;0.004642
10.1002adfm.200600944.Isotherm3;77;9704640;0.005321
10.1002adfm.200600944.Isotherm3;77;12447300;0.005925
10.1002adfm.200600944.Isotherm3;77;16033800;0.006642
10.1002adfm.200600944.Isotherm3;77;20253200;0.007283
10.1002adfm.200600944.Isotherm3;77;25105500;0.007962
10.1002adfm.200600944.Isotherm3;77;29535900;0.008415
10.1002adfm.200600944.Isotherm3;77;34810100;0.008906
10.1002adfm.200600944.Isotherm3;77;40717300;0.009434
10.1002adfm.200600944.Isotherm3;77;45780600;0.009774
10.1002adfm.200600944.Isotherm3;77;50632900;0.010113
10.1002adfm.200600944.Isotherm3;77;54852300;0.010377
10.1002adfm.200600944.Isotherm3;77;60126600;0.010641
10.1002adfm.200600944.Isotherm3;77;64767900;0.010943
10.1002adfm.200600944.Isotherm3;77;71308000;0.011245
10.1002adfm.200600944.Isotherm3;77;77426200;0.011547
10.1002adfm.200600944.Isotherm3;77;78059100;0.011736
10.1002adfm.200600944.Isotherm3;77;78270000;0.012528
10.1002adfm.200600944.Isotherm3;298;229787;0.000139
10.1002adfm.200600944.Isotherm3;298;510638;0.00031
10.1002adfm.200600944.Isotherm3;298;970213;0.00065
10.1002adfm.200600944.Isotherm3;298;1506380;0.001053
10.1002adfm.200600944.Isotherm3;298;2017020;0.001471
10.1002adfm.200600944.Isotherm3;298;2502130;0.00195
10.1002adfm.200600944.Isotherm3;298;2987230;0.002322
10.1002adfm.200600944.Isotherm3;298;3497870;0.002678
10.1002adfm.200600944.Isotherm30;298;4008510;0.003003
10.1002adfm.200600944.Isotherm30;298;4570210;0.003313
10.1002adfm.200600944.Isotherm30;298;5004260;0.003561
10.1002adfm.200600944.Isotherm30;298;5514890;0.003855
10.1002adfm.200600944.Isotherm30;298;6025530;0.004118
10.1002adfm.200600944.Isotherm30;298;6510640;0.004459
10.1002adfm.200600944.Isotherm30;298;7021280;0.004691
10.1002adfm.200600944.Isotherm30;298;7506380;0.005109
10.1002adfm.200600944.Isotherm30;298;7991490;0.005357
10.1002adfm.200600944.Isotherm30;298;8476600;0.005667
10.1002adfm.200600944.Isotherm30;298;8987230;0.005961
10.1002adfm.200600944.Isotherm31;298;9497870;0.006394
10.1002adfm.200600944.Isotherm31;298;9778720;0.006626
10.1002adfm.200600944.Isotherm31;298;1046810;0.000681
10.1002adfm.200600944.Isotherm31;298;1506380;0.000945
10.1002adfm.200600944.Isotherm31;298;2017020;0.001362
10.1002adfm.200600944.Isotherm31;298;2553190;0.001796
10.1002adfm.200600944.Isotherm31;298;3012770;0.002152
10.1002adfm.200600944.Isotherm31;298;3523400;0.002415
10.1002adfm.200600944.Isotherm31;298;4034040;0.00274
10.1002adfm.200600944.Isotherm31;298;4519150;0.003081
10.1002adfm.200600944.Isotherm31;298;5029790;0.003329
10.1002adfm.200600944.Isotherm31;298;5514890;0.003561
10.1002adfm.200600944.Isotherm31;298;6025530;0.003593
10.1002adfm.200600944.Isotherm31;298;6485110;0.003794
10.1002adfm.200600944.Isotherm32;298;7021280;0.004011
10.1002adfm.200600944.Isotherm32;298;7531910;0.004259
10.1002adfm.200600944.Isotherm32;298;7991490;0.004522
10.1002adfm.200600944.Isotherm32;298;8502130;0.004739
10.1002adfm.200600944.Isotherm32;298;9012770;0.004895
10.1002adfm.200600944.Isotherm32;298;9497870;0.005096
10.1002adfm.200600944.Isotherm32;298;9804260;0.005236
10.1002adfm.200600944.Isotherm32;298;995745;0.000558
10.1002adfm.200600944.Isotherm32;298;1531910;0.000852
10.1002adfm.200600944.Isotherm32;298;1991490;0.001146
10.1002adfm.200600944.Isotherm32;298;2502130;0.001425
10.1002adfm.200600944.Isotherm32;298;3012770;0.001673
10.1002adfm.200600944.Isotherm32;298;3497870;0.001921
10.1002adfm.200600944.Isotherm32;298;4008510;0.002153
10.1002adfm.200600944.Isotherm32;298;4493620;0.002401
10.1002adfm.200600944.Isotherm32;298;5004260;0.002633
10.1002adfm.200600944.Isotherm32;298;5514890;0.00285
10.1002adfm.200600944.Isotherm32;298;6025530;0.003052
10.1002adfm.200600944.Isotherm32;298;6485110;0.003253
10.1002adfm.200600944.Isotherm32;298;7021280;0.003409
10.1002adfm.200600944.Isotherm32;298;7506380;0.003626
10.1002adfm.200600944.Isotherm33;298;7991490;0.003781
10.1002adfm.200600944.Isotherm33;298;8502130;0.003936
10.1002adfm.200600944.Isotherm33;298;8987230;0.004091
10.1002adfm.200600944.Isotherm33;298;9472340;0.004246
